test_id	gene_id	gene	locus	sample_1	sample_2	status	value_1	value_2	log2(fold_change)	test_stat	p_value	q_value	significant
gene-GQ602_000001	gene-GQ602_000001	GQ602_000001	JAACLJ010000001.1:7248-9339	q1	q2	OK	56.2255	71.2664	0.341997	0.894438	0.3645	0.997895	no
gene-GQ602_000002	gene-GQ602_000002	GQ602_000002	JAACLJ010000001.1:9795-12754	q1	q2	OK	61.6829	74.5455	0.27325	0.703555	0.48745	0.997895	no
gene-GQ602_000003	gene-GQ602_000003	GQ602_000003	JAACLJ010000001.1:13446-14168	q1	q2	OK	1648.44	1065.66	-0.629356	-1.04583	0.29395	0.997895	no
gene-GQ602_000004	gene-GQ602_000004	GQ602_000004	JAACLJ010000001.1:14959-17524	q1	q2	OK	39.9145	41.9523	0.0718353	0.185919	0.84685	0.997895	no
gene-GQ602_000005	gene-GQ602_000005	GQ602_000005	JAACLJ010000001.1:19118-20048	q1	q2	OK	70.6135	68.8572	-0.0363352	-0.087059	0.93025	0.997895	no
gene-GQ602_000006	gene-GQ602_000006	GQ602_000006	JAACLJ010000001.1:20603-23396	q1	q2	OK	335.657	269.671	-0.315787	-0.495255	0.61135	0.997895	no
gene-GQ602_000007	gene-GQ602_000007	GQ602_000007	JAACLJ010000001.1:24489-25518	q1	q2	OK	56.3865	68.4611	0.279934	0.664511	0.4918	0.997895	no
gene-GQ602_000008	gene-GQ602_000008	GQ602_000008	JAACLJ010000001.1:26914-28263	q1	q2	OK	274.923	240.003	-0.195977	-0.45141	0.6469	0.997895	no
gene-GQ602_000009	gene-GQ602_000009	GQ602_000009	JAACLJ010000001.1:31511-33649	q1	q2	OK	3.45307	6.15803	0.834588	1.22251	0.2316	0.997895	no
gene-GQ602_000010	gene-GQ602_000010	GQ602_000010	JAACLJ010000001.1:33734-35358	q1	q2	OK	113.543	129.388	0.188459	0.496343	0.6211	0.997895	no
gene-GQ602_000011	gene-GQ602_000011	GQ602_000011	JAACLJ010000001.1:35682-37482	q1	q2	OK	76.5172	68.2342	-0.165289	-0.428491	0.6615	0.997895	no
gene-GQ602_000012	gene-GQ602_000012	GQ602_000012	JAACLJ010000001.1:38317-40364	q1	q2	NOTEST	0.878695	1.30357	0.56903	0	1	1	no
gene-GQ602_000013	gene-GQ602_000013	GQ602_000013	JAACLJ010000001.1:42052-43468	q1	q2	OK	1.29164	1.98666	0.621136	0.619745	0.53955	0.997895	no
gene-GQ602_000014	gene-GQ602_000014	GQ602_000014	JAACLJ010000001.1:43933-46756	q1	q2	OK	116.355	125.448	0.108558	0.237145	0.8127	0.997895	no
gene-GQ602_000015	gene-GQ602_000015	GQ602_000015	JAACLJ010000001.1:48340-50432	q1	q2	OK	141.279	147.692	0.0640464	0.154434	0.87955	0.997895	no
gene-GQ602_000016	gene-GQ602_000016	GQ602_000016	JAACLJ010000001.1:51468-53345	q1	q2	OK	3545.99	4397.57	0.310517	0.174976	0.85755	0.997895	no
gene-GQ602_000017	gene-GQ602_000017	GQ602_000017	JAACLJ010000001.1:55940-56279	q1	q2	OK	2.17818	1.44091	-0.596144	-0.260629	0.6928	0.997895	no
gene-GQ602_000018	gene-GQ602_000018	GQ602_000018	JAACLJ010000001.1:57240-58908	q1	q2	OK	44.7074	69.4012	0.634446	1.58737	0.1194	0.997895	no
gene-GQ602_000019	gene-GQ602_000019	GQ602_000019	JAACLJ010000001.1:59450-60518	q1	q2	OK	1.7585	4.42086	1.32998	1.43278	0.15965	0.997895	no
gene-GQ602_000020	gene-GQ602_000020	GQ602_000020	JAACLJ010000001.1:60778-62020	q1	q2	NOTEST	0	0	0	0	1	1	no
gene-GQ602_000021	gene-GQ602_000021	GQ602_000021	JAACLJ010000001.1:63556-66910	q1	q2	NOTEST	0.361425	0.351357	-0.0407587	0	1	1	no
gene-GQ602_000022	gene-GQ602_000022	GQ602_000022	JAACLJ010000001.1:67368-69027	q1	q2	OK	11.3842	12.6103	0.147566	0.275855	0.77895	0.997895	no
gene-GQ602_000023	gene-GQ602_000023	GQ602_000023	JAACLJ010000001.1:69090-70159	q1	q2	OK	24.673	30.4794	0.304902	0.611472	0.5449	0.997895	no
gene-GQ602_000024	gene-GQ602_000024	GQ602_000024	JAACLJ010000001.1:70477-70771	q1	q2	OK	67.1153	37.752	-0.83009	-1.07791	0.2806	0.997895	no
gene-GQ602_000025	gene-GQ602_000025	GQ602_000025	JAACLJ010000001.1:70833-71406	q1	q2	OK	25.198	26.7891	0.0883358	0.141756	0.88975	0.997895	no
gene-GQ602_000026	gene-GQ602_000026	GQ602_000026	JAACLJ010000001.1:71970-80132	q1	q2	OK	22.35	23.5216	0.0737151	0.190531	0.84945	0.997895	no
gene-GQ602_000027	gene-GQ602_000027	GQ602_000027	JAACLJ010000001.1:80516-83160	q1	q2	OK	7.76588	7.69498	-0.0132321	-0.0226752	0.98365	0.997895	no
gene-GQ602_000028	gene-GQ602_000028	GQ602_000028	JAACLJ010000001.1:84060-86419	q1	q2	OK	43.887	51.7063	0.236547	0.6164	0.53285	0.997895	no
gene-GQ602_000029	gene-GQ602_000029	GQ602_000029	JAACLJ010000001.1:86570-88115	q1	q2	OK	11.7002	11.4248	-0.0343657	-0.0597902	0.95085	0.997895	no
gene-GQ602_000030	gene-GQ602_000030	GQ602_000030	JAACLJ010000001.1:88618-89594	q1	q2	OK	11.5094	16.5566	0.5246	0.868945	0.3883	0.997895	no
gene-GQ602_000031	gene-GQ602_000031	GQ602_000031	JAACLJ010000001.1:90568-91849	q1	q2	OK	42.4988	48.6621	0.195376	0.462259	0.64275	0.997895	no
gene-GQ602_000032	gene-GQ602_000032	GQ602_000032	JAACLJ010000001.1:92537-94237	q1	q2	OK	140.688	129.061	-0.124447	-0.31754	0.7489	0.997895	no
gene-GQ602_000033	gene-GQ602_000033	GQ602_000033	JAACLJ010000001.1:95066-95609	q1	q2	OK	23.1272	19.2132	-0.267494	-0.411701	0.67925	0.997895	no
gene-GQ602_000034	gene-GQ602_000034	GQ602_000034	JAACLJ010000001.1:96422-97593	q1	q2	OK	35.176	39.4223	0.164418	0.37114	0.70815	0.997895	no
gene-GQ602_000035	gene-GQ602_000035	GQ602_000035	JAACLJ010000001.1:98344-99853	q1	q2	OK	35.1786	36.2077	0.0416	0.0961592	0.9218	0.997895	no
gene-GQ602_000036	gene-GQ602_000036	GQ602_000036	JAACLJ010000001.1:100045-101776	q1	q2	OK	3.00289	1.78641	-0.749288	-0.890274	0.3653	0.997895	no
gene-GQ602_000037	gene-GQ602_000037	GQ602_000037	JAACLJ010000001.1:104149-104995	q1	q2	OK	4.80319	7.74183	0.688681	0.809018	0.4232	0.997895	no
gene-GQ602_000038	gene-GQ602_000038	GQ602_000038	JAACLJ010000001.1:105258-106245	q1	q2	OK	86.4022	81.0792	-0.0917362	-0.224637	0.82285	0.997895	no
gene-GQ602_000039	gene-GQ602_000039	GQ602_000039	JAACLJ010000001.1:106964-107431	q1	q2	OK	34.9908	68.8105	0.975655	1.33692	0.1984	0.997895	no
gene-GQ602_000040	gene-GQ602_000040	GQ602_000040	JAACLJ010000001.1:107994-109365	q1	q2	OK	26.3298	39.9768	0.602468	1.31994	0.18495	0.997895	no
gene-GQ602_000041	gene-GQ602_000041	GQ602_000041	JAACLJ010000001.1:109549-111126	q1	q2	OK	47.5537	62.4312	0.39271	0.945636	0.3459	0.997895	no
