test_id	gene_id	gene	locus	sample_1	sample_2	status	value_1	value_2	log2(fold_change)	test_stat	p_value	q_value	significant
gene-GQ602_000001	gene-GQ602_000001	GQ602_000001	JAACLJ010000001.1:7248-9339	q1	q2	OK	56.6935	44.9129	-0.336053	-0.950902	0.3423	0.998616	no
gene-GQ602_000002	gene-GQ602_000002	GQ602_000002	JAACLJ010000001.1:9795-12754	q1	q2	OK	62.1963	65.8671	0.0827276	0.244083	0.80815	0.998616	no
gene-GQ602_000003	gene-GQ602_000003	GQ602_000003	JAACLJ010000001.1:13446-14168	q1	q2	OK	1662.17	1657.73	-0.00385549	-0.00898659	0.9929	0.998616	no
gene-GQ602_000004	gene-GQ602_000004	GQ602_000004	JAACLJ010000001.1:14959-17524	q1	q2	OK	40.2468	38.8852	-0.04965	-0.141938	0.88655	0.998616	no
gene-GQ602_000005	gene-GQ602_000005	GQ602_000005	JAACLJ010000001.1:19118-20048	q1	q2	OK	71.2012	104.585	0.554696	1.50999	0.1345	0.998616	no
gene-GQ602_000006	gene-GQ602_000006	GQ602_000006	JAACLJ010000001.1:20603-23396	q1	q2	OK	338.451	340.692	0.00952265	0.021885	0.98095	0.998616	no
gene-GQ602_000007	gene-GQ602_000007	GQ602_000007	JAACLJ010000001.1:24489-25518	q1	q2	OK	56.8559	61.5741	0.115015	0.302638	0.76065	0.998616	no
gene-GQ602_000008	gene-GQ602_000008	GQ602_000008	JAACLJ010000001.1:26914-28263	q1	q2	OK	277.212	463.297	0.740947	2.01384	0.0426	0.998616	no
gene-GQ602_000009	gene-GQ602_000009	GQ602_000009	JAACLJ010000001.1:31511-33649	q1	q2	OK	3.48182	4.84625	0.477028	0.766115	0.4435	0.998616	no
gene-GQ602_000010	gene-GQ602_000010	GQ602_000010	JAACLJ010000001.1:33734-35358	q1	q2	OK	114.488	140.53	0.295683	0.871117	0.38665	0.998616	no
gene-GQ602_000011	gene-GQ602_000011	GQ602_000011	JAACLJ010000001.1:35682-37482	q1	q2	OK	77.1541	66.2387	-0.220067	-0.63234	0.5252	0.998616	no
gene-GQ602_000012	gene-GQ602_000012	GQ602_000012	JAACLJ010000001.1:38317-40364	q1	q2	OK	0.886009	2.78725	1.65345	1.9192	0.0702	0.998616	no
gene-GQ602_000013	gene-GQ602_000013	GQ602_000013	JAACLJ010000001.1:42052-43468	q1	q2	NOTEST	1.3024	0.999807	-0.381447	0	1	1	no
gene-GQ602_000014	gene-GQ602_000014	GQ602_000014	JAACLJ010000001.1:43933-46756	q1	q2	OK	117.323	101.362	-0.210975	-0.605946	0.54475	0.998616	no
gene-GQ602_000015	gene-GQ602_000015	GQ602_000015	JAACLJ010000001.1:48340-50432	q1	q2	OK	142.455	206.902	0.538442	1.54358	0.1264	0.998616	no
gene-GQ602_000016	gene-GQ602_000016	GQ602_000016	JAACLJ010000001.1:51468-53345	q1	q2	OK	3575.51	3632.77	0.0229234	0.0264301	0.97805	0.998616	no
gene-GQ602_000017	gene-GQ602_000017	GQ602_000017	JAACLJ010000001.1:55940-56279	q1	q2	OK	2.19631	1.11366	-0.979771	-0.409528	0.678	0.998616	no
gene-GQ602_000018	gene-GQ602_000018	GQ602_000018	JAACLJ010000001.1:57240-58908	q1	q2	OK	45.0796	56.2769	0.320069	0.876258	0.381	0.998616	no
gene-GQ602_000019	gene-GQ602_000019	GQ602_000019	JAACLJ010000001.1:59450-60518	q1	q2	OK	1.77314	5.8573	1.72393	2.10723	0.0565	0.998616	no
