test_id	gene_id	gene	locus	sample_1	sample_2	status	value_1	value_2	log2(fold_change)	test_stat	p_value	q_value	significant
gene-GQ602_000001	gene-GQ602_000001	GQ602_000001	JAACLJ010000001.1:7248-9339	q1	q2	OK	55.7497	51.898	-0.103285	-0.328042	0.74725	0.998596	no
gene-GQ602_000002	gene-GQ602_000002	GQ602_000002	JAACLJ010000001.1:9795-12754	q1	q2	OK	61.161	68.6839	0.167361	0.539313	0.5883	0.998596	no
gene-GQ602_000003	gene-GQ602_000003	GQ602_000003	JAACLJ010000001.1:13446-14168	q1	q2	OK	1634.5	1560.55	-0.0667906	-0.145465	0.8817	0.998596	no
gene-GQ602_000004	gene-GQ602_000004	GQ602_000004	JAACLJ010000001.1:14959-17524	q1	q2	OK	39.5768	33.516	-0.239805	-0.755015	0.44835	0.998596	no
gene-GQ602_000005	gene-GQ602_000005	GQ602_000005	JAACLJ010000001.1:19118-20048	q1	q2	OK	70.016	83.0215	0.245802	0.738733	0.4578	0.998596	no
gene-GQ602_000006	gene-GQ602_000006	GQ602_000006	JAACLJ010000001.1:20603-23396	q1	q2	OK	332.816	403.19	0.276734	0.565282	0.5687	0.998596	no
gene-GQ602_000007	gene-GQ602_000007	GQ602_000007	JAACLJ010000001.1:24489-25518	q1	q2	OK	55.9094	61.8616	0.145953	0.42996	0.66295	0.998596	no
gene-GQ602_000008	gene-GQ602_000008	GQ602_000008	JAACLJ010000001.1:26914-28263	q1	q2	OK	272.597	347.006	0.348191	0.966401	0.33355	0.998596	no
gene-GQ602_000009	gene-GQ602_000009	GQ602_000009	JAACLJ010000001.1:31511-33649	q1	q2	OK	3.42385	6.28816	0.877017	1.57539	0.12315	0.998596	no
gene-GQ602_000010	gene-GQ602_000010	GQ602_000010	JAACLJ010000001.1:33734-35358	q1	q2	OK	112.582	120.868	0.102457	0.334154	0.7332	0.998596	no
gene-GQ602_000011	gene-GQ602_000011	GQ602_000011	JAACLJ010000001.1:35682-37482	q1	q2	OK	75.8697	67.9249	-0.159584	-0.513103	0.6008	0.998596	no
gene-GQ602_000012	gene-GQ602_000012	GQ602_000012	JAACLJ010000001.1:38317-40364	q1	q2	OK	0.87126	1.68003	0.947309	1.14213	0.2656	0.998596	no
gene-GQ602_000013	gene-GQ602_000013	GQ602_000013	JAACLJ010000001.1:42052-43468	q1	q2	NOTEST	1.28071	0.9837	-0.380658	0	1	1	no
