test_id	gene_id	gene	locus	sample_1	sample_2	status	value_1	value_2	log2(fold_change)	test_stat	p_value	q_value	significant
gene-GQ602_000001	gene-GQ602_000001	GQ602_000001	JAACLJ010000001.1:7248-9339	q1	q2	OK	56.1239	59.9564	0.095298	0.278093	0.78265	0.99855	no
gene-GQ602_000002	gene-GQ602_000002	GQ602_000002	JAACLJ010000001.1:9795-12754	q1	q2	OK	61.5715	70.2822	0.190896	0.540318	0.5881	0.99855	no
gene-GQ602_000003	gene-GQ602_000003	GQ602_000003	JAACLJ010000001.1:13446-14168	q1	q2	OK	1645.47	1515.65	-0.118559	-0.213968	0.825	0.99855	no
gene-GQ602_000004	gene-GQ602_000004	GQ602_000004	JAACLJ010000001.1:14959-17524	q1	q2	OK	39.8424	39.7127	-0.00470561	-0.0137085	0.9899	0.99855	no
gene-GQ602_000005	gene-GQ602_000005	GQ602_000005	JAACLJ010000001.1:19118-20048	q1	q2	OK	70.4859	80.9654	0.199971	0.555456	0.57955	0.99855	no
gene-GQ602_000006	gene-GQ602_000006	GQ602_000006	JAACLJ010000001.1:20603-23396	q1	q2	OK	335.05	357.691	0.0943351	0.163049	0.8677	0.99855	no
gene-GQ602_000007	gene-GQ602_000007	GQ602_000007	JAACLJ010000001.1:24489-25518	q1	q2	OK	56.2847	62.9011	0.160343	0.431938	0.665	0.99855	no
gene-GQ602_000008	gene-GQ602_000008	GQ602_000008	JAACLJ010000001.1:26914-28263	q1	q2	OK	274.427	295.992	0.109139	0.267361	0.7822	0.99855	no
gene-GQ602_000009	gene-GQ602_000009	GQ602_000009	JAACLJ010000001.1:31511-33649	q1	q2	OK	3.44684	5.42614	0.654654	1.01093	0.31455	0.99855	no
gene-GQ602_000010	gene-GQ602_000010	GQ602_000010	JAACLJ010000001.1:33734-35358	q1	q2	OK	113.338	127.126	0.165629	0.470755	0.6318	0.99855	no
gene-GQ602_000011	gene-GQ602_000011	GQ602_000011	JAACLJ010000001.1:35682-37482	q1	q2	OK	76.3789	66.901	-0.191147	-0.558373	0.5799	0.99855	no
gene-GQ602_000012	gene-GQ602_000012	GQ602_000012	JAACLJ010000001.1:38317-40364	q1	q2	NOTEST	0.877108	1.1751	0.42196	0	1	1	no
gene-GQ602_000013	gene-GQ602_000013	GQ602_000013	JAACLJ010000001.1:42052-43468	q1	q2	NOTEST	1.28931	0.87297	-0.562596	0	1	1	no
gene-GQ602_000014	gene-GQ602_000014	GQ602_000014	JAACLJ010000001.1:43933-46756	q1	q2	OK	116.144	131.919	0.183731	0.44625	0.6492	0.99855	no
gene-GQ602_000015	gene-GQ602_000015	GQ602_000015	JAACLJ010000001.1:48340-50432	q1	q2	OK	141.024	172.653	0.291932	0.759712	0.4406	0.99855	no
gene-GQ602_000016	gene-GQ602_000016	GQ602_000016	JAACLJ010000001.1:51468-53345	q1	q2	OK	3539.59	3312.22	-0.0957804	-0.0845493	0.9297	0.99855	no
gene-GQ602_000017	gene-GQ602_000017	GQ602_000017	JAACLJ010000001.1:55940-56279	q1	q2	OK	2.17425	2.17437	8.27302e-05	4.68208e-05	0.8056	0.99855	no
gene-GQ602_000018	gene-GQ602_000018	GQ602_000018	JAACLJ010000001.1:57240-58908	q1	q2	OK	44.6267	65.5339	0.554334	1.58394	0.11625	0.99855	no
gene-GQ602_000019	gene-GQ602_000019	GQ602_000019	JAACLJ010000001.1:59450-60518	q1	q2	OK	1.75533	2.31666	0.400311	0.42545	0.6871	0.99855	no
gene-GQ602_000020	gene-GQ602_000020	GQ602_000020	JAACLJ010000001.1:60778-62020	q1	q2	NOTEST	0	0	0	0	1	1	no
gene-GQ602_000021	gene-GQ602_000021	GQ602_000021	JAACLJ010000001.1:63556-66910	q1	q2	NOTEST	0.360772	0.454675	0.333747	0	1	1	no
gene-GQ602_000022	gene-GQ602_000022	GQ602_000022	JAACLJ010000001.1:67368-69027	q1	q2	OK	11.3636	14.1642	0.317826	0.661866	0.50985	0.99855	no
gene-GQ602_000023	gene-GQ602_000023	GQ602_000023	JAACLJ010000001.1:69090-70159	q1	q2	OK	24.6284	28.3555	0.203301	0.443531	0.6454	0.99855	no
gene-GQ602_000024	gene-GQ602_000024	GQ602_000024	JAACLJ010000001.1:70477-70771	q1	q2	OK	66.9941	46.8703	-0.51536	-0.741042	0.4579	0.99855	no
gene-GQ602_000025	gene-GQ602_000025	GQ602_000025	JAACLJ010000001.1:70833-71406	q1	q2	OK	25.1525	23.1479	-0.11982	-0.206791	0.8389	0.99855	no
gene-GQ602_000026	gene-GQ602_000026	GQ602_000026	JAACLJ010000001.1:71970-80132	q1	q2	OK	22.3096	25.0066	0.164646	0.462108	0.642	0.99855	no
gene-GQ602_000027	gene-GQ602_000027	GQ602_000027	JAACLJ010000001.1:80516-83160	q1	q2	OK	7.75185	8.73103	0.17161	0.323471	0.7491	0.99855	no
gene-GQ602_000028	gene-GQ602_000028	GQ602_000028	JAACLJ010000001.1:84060-86419	q1	q2	OK	43.8077	48.9603	0.160429	0.468581	0.6358	0.99855	no
gene-GQ602_000029	gene-GQ602_000029	GQ602_000029	JAACLJ010000001.1:86570-88115	q1	q2	OK	11.679	6.6807	-0.805851	-1.39141	0.1636	0.99855	no
gene-GQ602_000030	gene-GQ602_000030	GQ602_000030	JAACLJ010000001.1:88618-89594	q1	q2	OK	11.4886	20.3792	0.826894	1.52406	0.131	0.99855	no
gene-GQ602_000031	gene-GQ602_000031	GQ602_000031	JAACLJ010000001.1:90568-91849	q1	q2	OK	42.4221	49.2256	0.214594	0.580339	0.55935	0.99855	no
gene-GQ602_000032	gene-GQ602_000032	GQ602_000032	JAACLJ010000001.1:92537-94237	q1	q2	OK	140.434	139.616	-0.00842817	-0.0230053	0.9811	0.99855	no
gene-GQ602_000033	gene-GQ602_000033	GQ602_000033	JAACLJ010000001.1:95066-95609	q1	q2	OK	23.0854	13.5024	-0.773763	-1.21332	0.22755	0.99855	no
gene-GQ602_000034	gene-GQ602_000034	GQ602_000034	JAACLJ010000001.1:96422-97593	q1	q2	OK	35.1125	38.3622	0.1277	0.324735	0.7447	0.99855	no
gene-GQ602_000035	gene-GQ602_000035	GQ602_000035	JAACLJ010000001.1:98344-99853	q1	q2	OK	35.115	45.2884	0.367051	0.983709	0.33395	0.99855	no
gene-GQ602_000036	gene-GQ602_000036	GQ602_000036	JAACLJ010000001.1:100045-101776	q1	q2	OK	2.99746	2.47766	-0.274766	-0.368334	0.7165	0.99855	no
gene-GQ602_000037	gene-GQ602_000037	GQ602_000037	JAACLJ010000001.1:104149-104995	q1	q2	OK	4.79452	5.66142	0.239778	0.288351	0.78215	0.99855	no
gene-GQ602_000038	gene-GQ602_000038	GQ602_000038	JAACLJ010000001.1:105258-106245	q1	q2	OK	86.2461	74.1883	-0.217269	-0.61273	0.5379	0.99855	no
gene-GQ602_000039	gene-GQ602_000039	GQ602_000039	JAACLJ010000001.1:106964-107431	q1	q2	OK	34.9276	61.6167	0.818955	1.19731	0.2316	0.99855	no
gene-GQ602_000040	gene-GQ602_000040	GQ602_000040	JAACLJ010000001.1:107994-109365	q1	q2	OK	26.2822	28.0214	0.0924408	0.218006	0.8239	0.99855	no
gene-GQ602_000041	gene-GQ602_000041	GQ602_000041	JAACLJ010000001.1:109549-111126	q1	q2	OK	47.4678	57.337	0.272518	0.748297	0.45555	0.99855	no
gene-GQ602_000042	gene-GQ602_000042	GQ602_000042	JAACLJ010000001.1:111922-113282	q1	q2	OK	45.1352	55.3459	0.294222	0.806838	0.41605	0.99855	no
gene-GQ602_000043	gene-GQ602_000043	GQ602_000043	JAACLJ010000001.1:113943-115483	q1	q2	OK	31.6924	38.875	0.294706	0.775974	0.43255	0.99855	no
gene-GQ602_000044	gene-GQ602_000044	GQ602_000044	JAACLJ010000001.1:115998-119769	q1	q2	OK	26.4616	26.199	-0.0143883	-0.0414746	0.96635	0.99855	no
gene-GQ602_000045	gene-GQ602_000045	GQ602_000045	JAACLJ010000001.1:120570-122258	q1	q2	OK	65.7728	51.526	-0.352189	-1.0029	0.31425	0.99855	no
gene-GQ602_000046	gene-GQ602_000046	GQ602_000046	JAACLJ010000001.1:122815-123287	q1	q2	OK	72.4938	82.1058	0.179627	0.30047	0.7689	0.99855	no
gene-GQ602_000047	gene-GQ602_000047	GQ602_000047	JAACLJ010000001.1:123742-124311	q1	q2	OK	111.963	166.56	0.573018	1.50711	0.12825	0.99855	no
gene-GQ602_000048	gene-GQ602_000048	GQ602_000048	JAACLJ010000001.1:125545-126215	q1	q2	OK	12.2313	22.9595	0.908512	1.4383	0.15075	0.99855	no
gene-GQ602_000049	gene-GQ602_000049	GQ602_000049	JAACLJ010000001.1:126555-127785	q1	q2	OK	12.0861	22.5642	0.900692	1.89964	0.0599	0.99855	no
gene-GQ602_000050	gene-GQ602_000050	GQ602_000050	JAACLJ010000001.1:128115-129623	q1	q2	OK	45.4133	50.7579	0.160517	0.435969	0.66175	0.99855	no
gene-GQ602_000051	gene-GQ602_000051	GQ602_000051	JAACLJ010000001.1:130353-131745	q1	q2	OK	105.202	85.0955	-0.306008	-0.88643	0.3799	0.99855	no
gene-GQ602_000052	gene-GQ602_000052	GQ602_000052	JAACLJ010000001.1:132265-133204	q1	q2	OK	75.3731	20.3576	-1.88848	-4.35473	5e-05	0.00814405	yes
gene-GQ602_000053	gene-GQ602_000053	GQ602_000053	JAACLJ010000001.1:134189-136466	q1	q2	OK	60.5338	40.6181	-0.57562	-1.66729	0.0953	0.99855	no
gene-GQ602_000054	gene-GQ602_000054	GQ602_000054	JAACLJ010000001.1:138150-141804	q1	q2	OK	95.442	79.5573	-0.26263	-0.68503	0.48325	0.99855	no
gene-GQ602_000055	gene-GQ602_000055	GQ602_000055	JAACLJ010000001.1:142178-144116	q1	q2	OK	156.203	127.95	-0.287842	-0.760098	0.44535	0.99855	no
gene-GQ602_000056	gene-GQ602_000056	GQ602_000056	JAACLJ010000001.1:145255-146862	q1	q2	OK	72.2081	85.5133	0.243988	0.713193	0.4665	0.99855	no
gene-GQ602_000057	gene-GQ602_000057	GQ602_000057	JAACLJ010000001.1:147993-149068	q1	q2	OK	39.2826	51.0011	0.37664	0.923473	0.3495	0.99855	no
gene-GQ602_000058	gene-GQ602_000058	GQ602_000058	JAACLJ010000001.1:149385-150298	q1	q2	OK	38.027	46.2842	0.283497	0.665741	0.49835	0.99855	no
gene-GQ602_000059	gene-GQ602_000059	GQ602_000059	JAACLJ010000001.1:150695-152482	q1	q2	OK	61.7003	69.0921	0.163243	0.476653	0.6306	0.99855	no
gene-GQ602_000060	gene-GQ602_000060	GQ602_000060	JAACLJ010000001.1:152518-153163	q1	q2	OK	132.34	137.303	0.0531162	0.13065	0.89575	0.99855	no
