test_id	gene_id	gene	locus	sample_1	sample_2	status	value_1	value_2	log2(fold_change)	test_stat	p_value	q_value	significant
gene-GQ602_000001	gene-GQ602_000001	GQ602_000001	JAACLJ010000001.1:7248-9339	q1	q2	OK	56.3865	49.5015	-0.187879	-0.672198	0.4987	0.998036	no
gene-GQ602_000002	gene-GQ602_000002	GQ602_000002	JAACLJ010000001.1:9795-12754	q1	q2	OK	61.8596	61.5947	-0.00619086	-0.0228945	0.98015	0.998036	no
gene-GQ602_000003	gene-GQ602_000003	GQ602_000003	JAACLJ010000001.1:13446-14168	q1	q2	OK	1653.17	1576.79	-0.0682408	-0.20256	0.83715	0.998036	no
gene-GQ602_000004	gene-GQ602_000004	GQ602_000004	JAACLJ010000001.1:14959-17524	q1	q2	OK	40.0288	35.5961	-0.169322	-0.605231	0.53805	0.998036	no
gene-GQ602_000005	gene-GQ602_000005	GQ602_000005	JAACLJ010000001.1:19118-20048	q1	q2	OK	70.8157	73.2018	0.0478087	0.161195	0.86765	0.998036	no
gene-GQ602_000006	gene-GQ602_000006	GQ602_000006	JAACLJ010000001.1:20603-23396	q1	q2	OK	336.618	373.291	0.149187	0.426524	0.66915	0.998036	no
gene-GQ602_000007	gene-GQ602_000007	GQ602_000007	JAACLJ010000001.1:24489-25518	q1	q2	OK	56.548	61.6622	0.124909	0.417204	0.67775	0.998036	no
gene-GQ602_000008	gene-GQ602_000008	GQ602_000008	JAACLJ010000001.1:26914-28263	q1	q2	OK	275.711	309.056	0.164712	0.573839	0.564	0.998036	no
gene-GQ602_000009	gene-GQ602_000009	GQ602_000009	JAACLJ010000001.1:31511-33649	q1	q2	OK	3.46296	5.11814	0.563612	1.17528	0.2495	0.998036	no
gene-GQ602_000010	gene-GQ602_000010	GQ602_000010	JAACLJ010000001.1:33734-35358	q1	q2	OK	113.868	126.869	0.155969	0.576547	0.56445	0.998036	no
gene-GQ602_000011	gene-GQ602_000011	GQ602_000011	JAACLJ010000001.1:35682-37482	q1	q2	OK	76.7363	71.6308	-0.099329	-0.359047	0.71355	0.998036	no
gene-GQ602_000012	gene-GQ602_000012	GQ602_000012	JAACLJ010000001.1:38317-40364	q1	q2	NOTEST	0.881212	1.53217	0.798016	0	1	1	no
gene-GQ602_000013	gene-GQ602_000013	GQ602_000013	JAACLJ010000001.1:42052-43468	q1	q2	NOTEST	1.29534	1.49367	0.20553	0	1	1	no
gene-GQ602_000014	gene-GQ602_000014	GQ602_000014	JAACLJ010000001.1:43933-46756	q1	q2	OK	116.688	105.214	-0.149332	-0.527141	0.5973	0.998036	no
gene-GQ602_000015	gene-GQ602_000015	GQ602_000015	JAACLJ010000001.1:48340-50432	q1	q2	OK	141.684	127.933	-0.147282	-0.534145	0.59335	0.998036	no
gene-GQ602_000016	gene-GQ602_000016	GQ602_000016	JAACLJ010000001.1:51468-53345	q1	q2	OK	3556.15	3160.4	-0.170208	-0.266221	0.7924	0.998036	no
gene-GQ602_000017	gene-GQ602_000017	GQ602_000017	JAACLJ010000001.1:55940-56279	q1	q2	OK	2.18442	3.41189	0.643321	0.405462	0.6418	0.998036	no
gene-GQ602_000018	gene-GQ602_000018	GQ602_000018	JAACLJ010000001.1:57240-58908	q1	q2	OK	44.8355	55.3876	0.304921	1.05958	0.28935	0.998036	no
gene-GQ602_000019	gene-GQ602_000019	GQ602_000019	JAACLJ010000001.1:59450-60518	q1	q2	OK	1.76354	3.30804	0.907503	1.29766	0.2017	0.998036	no
gene-GQ602_000020	gene-GQ602_000020	GQ602_000020	JAACLJ010000001.1:60778-62020	q1	q2	NOTEST	0	0	0	0	1	1	no
gene-GQ602_000021	gene-GQ602_000021	GQ602_000021	JAACLJ010000001.1:63556-66910	q1	q2	NOTEST	0.36246	0.662583	0.870278	0	1	1	no
gene-GQ602_000022	gene-GQ602_000022	GQ602_000022	JAACLJ010000001.1:67368-69027	q1	q2	OK	11.4168	10.6761	-0.09677	-0.25983	0.79645	0.998036	no
gene-GQ602_000023	gene-GQ602_000023	GQ602_000023	JAACLJ010000001.1:69090-70159	q1	q2	OK	24.7437	33.9567	0.456637	1.34774	0.17595	0.998036	no
gene-GQ602_000024	gene-GQ602_000024	GQ602_000024	JAACLJ010000001.1:70477-70771	q1	q2	OK	67.3075	57.0039	-0.239708	-0.48237	0.63525	0.998036	no
gene-GQ602_000025	gene-GQ602_000025	GQ602_000025	JAACLJ010000001.1:70833-71406	q1	q2	OK	25.2702	28.1989	0.158204	0.382166	0.70225	0.998036	no
gene-GQ602_000026	gene-GQ602_000026	GQ602_000026	JAACLJ010000001.1:71970-80132	q1	q2	OK	22.414	23.6341	0.0764694	0.280834	0.77715	0.998036	no
gene-GQ602_000027	gene-GQ602_000027	GQ602_000027	JAACLJ010000001.1:80516-83160	q1	q2	OK	7.78813	9.67103	0.312393	0.811821	0.4229	0.998036	no
gene-GQ602_000028	gene-GQ602_000028	GQ602_000028	JAACLJ010000001.1:84060-86419	q1	q2	OK	44.0127	43.0379	-0.0323098	-0.116379	0.9073	0.998036	no
gene-GQ602_000029	gene-GQ602_000029	GQ602_000029	JAACLJ010000001.1:86570-88115	q1	q2	OK	11.7337	11.8214	0.0107486	0.0273462	0.97915	0.998036	no
gene-GQ602_000030	gene-GQ602_000030	GQ602_000030	JAACLJ010000001.1:88618-89594	q1	q2	OK	11.5423	12.9647	0.167653	0.397522	0.688	0.998036	no
gene-GQ602_000031	gene-GQ602_000031	GQ602_000031	JAACLJ010000001.1:90568-91849	q1	q2	OK	42.6206	39.6334	-0.104833	-0.348014	0.7261	0.998036	no
gene-GQ602_000032	gene-GQ602_000032	GQ602_000032	JAACLJ010000001.1:92537-94237	q1	q2	OK	141.091	143.154	0.0209344	0.0766932	0.93615	0.998036	no
gene-GQ602_000033	gene-GQ602_000033	GQ602_000033	JAACLJ010000001.1:95066-95609	q1	q2	OK	23.1934	15.833	-0.550783	-1.2124	0.2278	0.998036	no
gene-GQ602_000034	gene-GQ602_000034	GQ602_000034	JAACLJ010000001.1:96422-97593	q1	q2	OK	35.2768	43.878	0.31478	1.01588	0.31045	0.998036	no
gene-GQ602_000035	gene-GQ602_000035	GQ602_000035	JAACLJ010000001.1:98344-99853	q1	q2	OK	35.2793	37.8595	0.101833	0.336814	0.7339	0.998036	no
gene-GQ602_000036	gene-GQ602_000036	GQ602_000036	JAACLJ010000001.1:100045-101776	q1	q2	OK	3.01149	1.68852	-0.834717	-1.3773	0.18215	0.998036	no
gene-GQ602_000037	gene-GQ602_000037	GQ602_000037	JAACLJ010000001.1:104149-104995	q1	q2	OK	4.81695	3.09989	-0.635904	-0.889517	0.3762	0.998036	no
gene-GQ602_000038	gene-GQ602_000038	GQ602_000038	JAACLJ010000001.1:105258-106245	q1	q2	OK	86.6497	85.5448	-0.0185139	-0.0642178	0.94995	0.998036	no
gene-GQ602_000039	gene-GQ602_000039	GQ602_000039	JAACLJ010000001.1:106964-107431	q1	q2	OK	35.091	33.8606	-0.0514943	-0.092863	0.9416	0.998036	no
gene-GQ602_000040	gene-GQ602_000040	GQ602_000040	JAACLJ010000001.1:107994-109365	q1	q2	OK	26.4052	25.8307	-0.0317351	-0.0957326	0.9184	0.998036	no
gene-GQ602_000041	gene-GQ602_000041	GQ602_000041	JAACLJ010000001.1:109549-111126	q1	q2	OK	47.6899	38.4282	-0.311516	-1.02705	0.2988	0.998036	no
gene-GQ602_000042	gene-GQ602_000042	GQ602_000042	JAACLJ010000001.1:111922-113282	q1	q2	OK	45.3464	41.2703	-0.135886	-0.450991	0.64625	0.998036	no
gene-GQ602_000043	gene-GQ602_000043	GQ602_000043	JAACLJ010000001.1:113943-115483	q1	q2	OK	31.8407	28.9643	-0.136597	-0.438763	0.65715	0.998036	no
gene-GQ602_000044	gene-GQ602_000044	GQ602_000044	JAACLJ010000001.1:115998-119769	q1	q2	OK	26.5854	44.5379	0.744398	2.69389	0.0083	0.652309	no
gene-GQ602_000045	gene-GQ602_000045	GQ602_000045	JAACLJ010000001.1:120570-122258	q1	q2	OK	66.0805	60.1651	-0.135298	-0.477624	0.63285	0.998036	no
gene-GQ602_000046	gene-GQ602_000046	GQ602_000046	JAACLJ010000001.1:122815-123287	q1	q2	OK	72.833	80.1417	0.13796	0.31317	0.75045	0.998036	no
gene-GQ602_000047	gene-GQ602_000047	GQ602_000047	JAACLJ010000001.1:123742-124311	q1	q2	OK	112.487	95.265	-0.239743	-0.755632	0.44285	0.998036	no
gene-GQ602_000048	gene-GQ602_000048	GQ602_000048	JAACLJ010000001.1:125545-126215	q1	q2	OK	12.2885	14.1407	0.202535	0.410846	0.6885	0.998036	no
gene-GQ602_000049	gene-GQ602_000049	GQ602_000049	JAACLJ010000001.1:126555-127785	q1	q2	OK	12.1426	16.669	0.457084	1.24553	0.21565	0.998036	no
gene-GQ602_000050	gene-GQ602_000050	GQ602_000050	JAACLJ010000001.1:128115-129623	q1	q2	OK	45.6258	52.0868	0.191068	0.643202	0.5194	0.998036	no
gene-GQ602_000051	gene-GQ602_000051	GQ602_000051	JAACLJ010000001.1:130353-131745	q1	q2	OK	105.694	122.947	0.21814	0.793994	0.43065	0.998036	no
gene-GQ602_000052	gene-GQ602_000052	GQ602_000052	JAACLJ010000001.1:132265-133204	q1	q2	OK	75.7258	75.5402	-0.00354085	-0.0119541	0.99375	0.998036	no
gene-GQ602_000053	gene-GQ602_000053	GQ602_000053	JAACLJ010000001.1:134189-136466	q1	q2	OK	60.8171	55.8686	-0.122439	-0.443637	0.65725	0.998036	no
gene-GQ602_000054	gene-GQ602_000054	GQ602_000054	JAACLJ010000001.1:138150-141804	q1	q2	OK	95.8886	96.8609	0.0145547	0.052007	0.95805	0.998036	no
gene-GQ602_000055	gene-GQ602_000055	GQ602_000055	JAACLJ010000001.1:142178-144116	q1	q2	OK	156.934	135.315	-0.213838	-0.768654	0.43725	0.998036	no
gene-GQ602_000056	gene-GQ602_000056	GQ602_000056	JAACLJ010000001.1:145255-146862	q1	q2	OK	72.5459	63.1672	-0.199719	-0.710081	0.4801	0.998036	no
gene-GQ602_000057	gene-GQ602_000057	GQ602_000057	JAACLJ010000001.1:147993-149068	q1	q2	OK	39.4664	39.6971	0.00840971	0.0258902	0.97855	0.998036	no
gene-GQ602_000058	gene-GQ602_000058	GQ602_000058	JAACLJ010000001.1:149385-150298	q1	q2	OK	38.2049	44.1833	0.209743	0.634618	0.52085	0.998036	no
gene-GQ602_000059	gene-GQ602_000059	GQ602_000059	JAACLJ010000001.1:150695-152482	q1	q2	OK	61.989	61.0968	-0.0209165	-0.0749729	0.93855	0.998036	no
gene-GQ602_000060	gene-GQ602_000060	GQ602_000060	JAACLJ010000001.1:152518-153163	q1	q2	OK	132.959	150.43	0.178108	0.5619	0.57235	0.998036	no
gene-GQ602_000061	gene-GQ602_000061	GQ602_000061	JAACLJ010000001.1:154190-159177	q1	q2	OK	8.37778	11.8503	0.500282	1.59888	0.10735	0.998036	no
gene-GQ602_000062	gene-GQ602_000062	GQ602_000062	JAACLJ010000001.1:159447-163156	q1	q2	OK	34.2014	29.8041	-0.198546	-0.715985	0.4634	0.998036	no
gene-GQ602_000063	gene-GQ602_000063	GQ602_000063	JAACLJ010000001.1:165406-166626	q1	q2	OK	33.1491	29.0722	-0.189331	-0.572368	0.56035	0.998036	no
gene-GQ602_000064	gene-GQ602_000064	GQ602_000064	JAACLJ010000001.1:167653-169924	q1	q2	OK	42.0683	49.5262	0.235458	0.836287	0.4036	0.998036	no
gene-GQ602_000065	gene-GQ602_000065	GQ602_000065	JAACLJ010000001.1:170597-172284	q1	q2	OK	396.159	488.833	0.30326	0.943577	0.3441	0.998036	no
gene-GQ602_000066	gene-GQ602_000066	GQ602_000066	JAACLJ010000001.1:172375-173246	q1	q2	OK	54.7334	44.2733	-0.305984	-0.77347	0.4393	0.998036	no
gene-GQ602_000067	gene-GQ602_000067	GQ602_000067	JAACLJ010000001.1:173549-174113	q1	q2	OK	20.2962	22.846	0.170732	0.288617	0.7666	0.998036	no
gene-GQ602_000068	gene-GQ602_000068	GQ602_000068	JAACLJ010000001.1:174345-176160	q1	q2	OK	5.46091	12.5855	1.20455	2.50333	0.0214	0.998036	no
gene-GQ602_000069	gene-GQ602_000069	GQ602_000069	JAACLJ010000001.1:176737-177262	q1	q2	OK	1461.38	1260.21	-0.213659	-0.728332	0.46595	0.998036	no
gene-GQ602_000070	gene-GQ602_000070	GQ602_000070	JAACLJ010000001.1:177766-179701	q1	q2	OK	24.9442	26.1642	0.0688882	0.227057	0.81815	0.998036	no
gene-GQ602_000071	gene-GQ602_000071	GQ602_000071	JAACLJ010000001.1:181018-182999	q1	q2	OK	35.7791	42.1779	0.23737	0.808668	0.41545	0.998036	no
gene-GQ602_000072	gene-GQ602_000072	GQ602_000072	JAACLJ010000001.1:184050-187384	q1	q2	OK	54.8645	53.3949	-0.03917	-0.144462	0.8875	0.998036	no
gene-GQ602_000073	gene-GQ602_000073	GQ602_000073	JAACLJ010000001.1:188038-188369	q1	q2	OK	86.5705	71.6494	-0.27292	-0.557817	0.578	0.998036	no
gene-GQ602_000074	gene-GQ602_000074	GQ602_000074	JAACLJ010000001.1:188525-190412	q1	q2	OK	40.1178	44.1997	0.139794	0.47883	0.62475	0.998036	no
gene-GQ602_000075	gene-GQ602_000075	GQ602_000075	JAACLJ010000001.1:191113-197785	q1	q2	OK	65.1767	62.3703	-0.0634957	-0.22649	0.8158	0.998036	no
gene-GQ602_000076	gene-GQ602_000076	GQ602_000076	JAACLJ010000001.1:199327-200955	q1	q2	OK	50.436	52.8239	0.066739	0.22835	0.82025	0.998036	no
gene-GQ602_000077	gene-GQ602_000077	GQ602_000077	JAACLJ010000001.1:201391-202347	q1	q2	OK	257.201	250.074	-0.0405447	-0.144825	0.8865	0.998036	no
gene-GQ602_000078	gene-GQ602_000078	GQ602_000078	JAACLJ010000001.1:202636-204427	q1	q2	OK	497.679	518.152	0.0581617	0.189178	0.847	0.998036	no
gene-GQ602_000079	gene-GQ602_000079	GQ602_000079	JAACLJ010000001.1:233108-234249	q1	q2	OK	404.753	420.886	0.0563876	0.199493	0.8366	0.998036	no
gene-GQ602_000080	gene-GQ602_000080	GQ602_000080	JAACLJ010000001.1:275466-277287	q1	q2	OK	253.208	265.249	0.067022	0.239318	0.8099	0.998036	no
gene-GQ602_000081	gene-GQ602_000081	GQ602_000081	JAACLJ010000001.1:277792-279463	q1	q2	OK	168.216	175.621	0.06215	0.226669	0.8164	0.998036	no
gene-GQ602_000082	gene-GQ602_000082	GQ602_000082	JAACLJ010000001.1:349829-351712	q1	q2	OK	168.93	177.498	0.0713728	0.263184	0.7915	0.998036	no
gene-GQ602_000083	gene-GQ602_000083	GQ602_000083	JAACLJ010000001.1:351925-353071	q1	q2	OK	414.357	460.976	0.153816	0.564894	0.57335	0.998036	no
gene-GQ602_000084	gene-GQ602_000084	GQ602_000084	JAACLJ010000001.1:401222-402797	q1	q2	OK	460.148	502.827	0.127964	0.440545	0.6573	0.998036	no
gene-GQ602_000085	gene-GQ602_000085	GQ602_000085	JAACLJ010000001.1:434782-435289	q1	q2	OK	2637.15	3674.15	0.478431	1.48431	0.14	0.998036	no
gene-GQ602_000086	gene-GQ602_000086	GQ602_000086	JAACLJ010000001.1:435509-436043	q1	q2	OK	1042.62	1037.04	-0.00774628	-0.0275735	0.9776	0.998036	no
gene-GQ602_000087	gene-GQ602_000087	GQ602_000087	JAACLJ010000001.1:533532-536994	q1	q2	OK	216.466	218.641	0.0144255	0.0458269	0.9623	0.998036	no
gene-GQ602_000088	gene-GQ602_000088	GQ602_000088	JAACLJ010000001.1:590462-592917	q1	q2	OK	158.705	148.626	-0.0946601	-0.337608	0.73505	0.998036	no
gene-GQ602_000089	gene-GQ602_000089	GQ602_000089	JAACLJ010000001.1:593177-594964	q1	q2	OK	685.817	567.021	-0.274423	-0.800375	0.4197	0.998036	no
gene-GQ602_000090	gene-GQ602_000090	GQ602_000090	JAACLJ010000001.1:674309-679331	q1	q2	OK	44.8402	46.7738	0.0609082	0.224231	0.82535	0.998036	no
gene-GQ602_000091	gene-GQ602_000091	GQ602_000091	JAACLJ010000001.1:690208-692803	q1	q2	OK	218.488	236.693	0.115465	0.415347	0.6718	0.998036	no
gene-GQ602_000092	gene-GQ602_000092	GQ602_000092	JAACLJ010000001.1:715387-717010	q1	q2	OK	115.795	128.741	0.152897	0.548598	0.58655	0.998036	no
gene-GQ602_000093	gene-GQ602_000093	GQ602_000093	JAACLJ010000001.1:717806-718951	q1	q2	OK	410.65	435.382	0.0843709	0.300708	0.76165	0.998036	no
gene-GQ602_000094	gene-GQ602_000094	GQ602_000094	JAACLJ010000001.1:832346-833843	q1	q2	OK	78.943	84.052	0.090471	0.321941	0.7458	0.998036	no
gene-GQ602_000095	gene-GQ602_000095	GQ602_000095	JAACLJ010000001.1:834258-835609	q1	q2	OK	116.021	117.214	0.0147555	0.0539988	0.95755	0.998036	no
gene-GQ602_000096	gene-GQ602_000096	GQ602_000096	JAACLJ010000001.1:836754-839405	q1	q2	OK	173.192	179.933	0.0550828	0.191285	0.84585	0.998036	no
gene-GQ602_000097	gene-GQ602_000097	GQ602_000097	JAACLJ010000001.1:839581-840211	q1	q2	OK	71.1208	75.4695	0.0856208	0.260504	0.7897	0.998036	no
gene-GQ602_000098	gene-GQ602_000098	GQ602_000098	JAACLJ010000001.1:840622-841558	q1	q2	OK	151.312	168.976	0.159295	0.582276	0.5553	0.998036	no
gene-GQ602_000099	gene-GQ602_000099	GQ602_000099	JAACLJ010000001.1:842072-844574	q1	q2	OK	52.0172	56.192	0.111376	0.394321	0.6979	0.998036	no
gene-GQ602_000100	gene-GQ602_000100	GQ602_000100	JAACLJ010000001.1:845832-847392	q1	q2	OK	217.471	232.387	0.0957017	0.349406	0.7242	0.998036	no
gene-GQ602_000101	gene-GQ602_000101	GQ602_000101	JAACLJ010000001.1:848199-848737	q1	q2	OK	142.145	158.592	0.157955	0.475426	0.63005	0.998036	no
gene-GQ602_000102	gene-GQ602_000102	GQ602_000102	JAACLJ010000001.1:848886-851172	q1	q2	OK	59.6664	58.2158	-0.0355085	-0.128672	0.89785	0.998036	no
gene-GQ602_000103	gene-GQ602_000103	GQ602_000103	JAACLJ010000001.1:851967-853341	q1	q2	OK	80.911	69.9569	-0.209869	-0.730411	0.4629	0.998036	no
gene-GQ602_000104	gene-GQ602_000104	GQ602_000104	JAACLJ010000001.1:853602-855026	q1	q2	OK	74.282	66.7575	-0.154083	-0.530696	0.59305	0.998036	no
gene-GQ602_000105	gene-GQ602_000105	GQ602_000105	JAACLJ010000001.1:855237-857499	q1	q2	OK	34.6464	26.5143	-0.385936	-1.31209	0.18805	0.998036	no
gene-GQ602_000106	gene-GQ602_000106	GQ602_000106	JAACLJ010000001.1:857707-858776	q1	q2	OK	57.6622	43.1028	-0.419845	-1.34858	0.17745	0.998036	no
gene-GQ602_000107	gene-GQ602_000107	GQ602_000107	JAACLJ010000001.1:859570-861628	q1	q2	OK	1788.62	2182.68	0.287251	0.641155	0.52385	0.998036	no
gene-GQ602_000108	gene-GQ602_000108	GQ602_000108	JAACLJ010000001.1:862270-863140	q1	q2	OK	121.044	123.527	0.0293026	0.0994896	0.91985	0.998036	no
gene-GQ602_000109	gene-GQ602_000109	GQ602_000109	JAACLJ010000001.1:863707-865685	q1	q2	OK	43.4293	46.8076	0.108072	0.37558	0.70925	0.998036	no
gene-GQ602_000110	gene-GQ602_000110	GQ602_000110	JAACLJ010000001.1:866528-867583	q1	q2	OK	324.762	303.96	-0.0955018	-0.351059	0.72615	0.998036	no
gene-GQ602_000111	gene-GQ602_000111	GQ602_000111	JAACLJ010000001.1:868536-869656	q1	q2	OK	635.505	602.379	-0.0772322	-0.253678	0.79425	0.998036	no
gene-GQ602_000112	gene-GQ602_000112	GQ602_000112	JAACLJ010000001.1:872022-874200	q1	q2	OK	56.9776	57.1641	0.00471408	0.0169778	0.9876	0.998036	no
gene-GQ602_000113	gene-GQ602_000113	GQ602_000113	JAACLJ010000001.1:876363-880301	q1	q2	OK	78.9736	76.5603	-0.0447741	-0.159443	0.8673	0.998036	no
gene-GQ602_000114	gene-GQ602_000114	GQ602_000114	JAACLJ010000001.1:880837-883369	q1	q2	OK	54.9015	53.0057	-0.0506982	-0.183781	0.85435	0.998036	no
gene-GQ602_000115	gene-GQ602_000115	GQ602_000115	JAACLJ010000001.1:883461-884683	q1	q2	OK	251.545	264.749	0.0738086	0.269896	0.78415	0.998036	no
gene-GQ602_000116	gene-GQ602_000116	GQ602_000116	JAACLJ010000001.1:885149-886635	q1	q2	OK	66.2727	66.4254	0.00332047	0.011539	0.99015	0.998036	no
gene-GQ602_000117	gene-GQ602_000117	GQ602_000117	JAACLJ010000001.1:886712-889126	q1	q2	OK	39.9538	48.2349	0.271745	0.951192	0.34405	0.998036	no
gene-GQ602_000118	gene-GQ602_000118	GQ602_000118	JAACLJ010000001.1:889872-891432	q1	q2	OK	46.4126	47.3864	0.0299571	0.100121	0.9197	0.998036	no
gene-GQ602_000119	gene-GQ602_000119	GQ602_000119	JAACLJ010000001.1:891637-892347	q1	q2	OK	163.226	197.406	0.274298	0.885695	0.364	0.998036	no
gene-GQ602_000120	gene-GQ602_000120	GQ602_000120	JAACLJ010000001.1:893295-894699	q1	q2	OK	69.2501	84.5803	0.288506	1.00715	0.31645	0.998036	no
gene-GQ602_000121	gene-GQ602_000121	GQ602_000121	JAACLJ010000001.1:895011-896739	q1	q2	OK	86.0492	81.9833	-0.0698313	-0.250406	0.79755	0.998036	no
gene-GQ602_000122	gene-GQ602_000122	GQ602_000122	JAACLJ010000001.1:897041-900138	q1	q2	OK	36.7784	36.0295	-0.0296809	-0.105461	0.9156	0.998036	no
gene-GQ602_000123	gene-GQ602_000123	GQ602_000123	JAACLJ010000001.1:901127-902090	q1	q2	OK	113.674	107.598	-0.0792484	-0.280029	0.7831	0.998036	no
gene-GQ602_000124	gene-GQ602_000124	GQ602_000124	JAACLJ010000001.1:902379-903169	q1	q2	OK	177.228	192.036	0.115769	0.407628	0.6836	0.998036	no
gene-GQ602_000125	gene-GQ602_000125	GQ602_000125	JAACLJ010000001.1:903350-904788	q1	q2	OK	138.878	146.786	0.0798891	0.293268	0.76685	0.998036	no
