test_id	gene_id	gene	locus	sample_1	sample_2	status	value_1	value_2	log2(fold_change)	test_stat	p_value	q_value	significant
gene-GQ602_000001	gene-GQ602_000001	GQ602_000001	JAACLJ010000001.1:7248-9339	q1	q2	OK	55.7414	52.3124	-0.0915961	-0.273435	0.78515	0.998646	no
gene-GQ602_000002	gene-GQ602_000002	GQ602_000002	JAACLJ010000001.1:9795-12754	q1	q2	OK	61.1518	66.2658	0.11587	0.345003	0.7273	0.998646	no
gene-GQ602_000003	gene-GQ602_000003	GQ602_000003	JAACLJ010000001.1:13446-14168	q1	q2	OK	1634.25	1513.02	-0.111194	-0.216181	0.8251	0.998646	no
gene-GQ602_000004	gene-GQ602_000004	GQ602_000004	JAACLJ010000001.1:14959-17524	q1	q2	OK	39.5708	38.9122	-0.0242153	-0.0725838	0.9438	0.998646	no
gene-GQ602_000005	gene-GQ602_000005	GQ602_000005	JAACLJ010000001.1:19118-20048	q1	q2	OK	70.0055	75.4555	0.108159	0.3066	0.7555	0.998646	no
gene-GQ602_000006	gene-GQ602_000006	GQ602_000006	JAACLJ010000001.1:20603-23396	q1	q2	OK	332.766	388.875	0.224798	0.404823	0.68565	0.998646	no
gene-GQ602_000007	gene-GQ602_000007	GQ602_000007	JAACLJ010000001.1:24489-25518	q1	q2	OK	55.901	62.9429	0.17117	0.476848	0.6338	0.998646	no
gene-GQ602_000008	gene-GQ602_000008	GQ602_000008	JAACLJ010000001.1:26914-28263	q1	q2	OK	272.556	343.643	0.334357	0.853964	0.38875	0.998646	no
gene-GQ602_000009	gene-GQ602_000009	GQ602_000009	JAACLJ010000001.1:31511-33649	q1	q2	OK	3.42334	5.03779	0.557386	0.904699	0.36725	0.998646	no
gene-GQ602_000010	gene-GQ602_000010	GQ602_000010	JAACLJ010000001.1:33734-35358	q1	q2	OK	112.565	116.198	0.0458218	0.137954	0.8909	0.998646	no
gene-GQ602_000011	gene-GQ602_000011	GQ602_000011	JAACLJ010000001.1:35682-37482	q1	q2	OK	75.8583	65.494	-0.211945	-0.635554	0.5248	0.998646	no
gene-GQ602_000012	gene-GQ602_000012	GQ602_000012	JAACLJ010000001.1:38317-40364	q1	q2	OK	0.871129	2.06515	1.24529	1.42784	0.1697	0.998646	no
gene-GQ602_000013	gene-GQ602_000013	GQ602_000013	JAACLJ010000001.1:42052-43468	q1	q2	NOTEST	1.28052	1.21326	-0.0778421	0	1	1	no
gene-GQ602_000014	gene-GQ602_000014	GQ602_000014	JAACLJ010000001.1:43933-46756	q1	q2	OK	115.353	114.923	-0.00538334	-0.0142313	0.98795	0.998646	no
