test_id	gene_id	gene	locus	sample_1	sample_2	status	value_1	value_2	log2(fold_change)	test_stat	p_value	q_value	significant
gene-XA68_10000	gene-XA68_10000	XA68_10000	LAZP02000001.1:115-1058	q1	q2	OK	483.64	636.24	0.395636	0.625722	0.52685	0.995343	no
gene-XA68_10001	gene-XA68_10001	XA68_10001	LAZP02000001.1:19942-22307	q1	q2	OK	77.5323	66.6498	-0.218197	-0.351117	0.72355	0.995343	no
gene-XA68_10002	gene-XA68_10002	XA68_10002	LAZP02000001.1:22396-23358	q1	q2	OK	117.399	105.354	-0.156177	-0.176154	0.86295	0.995343	no
gene-XA68_10003	gene-XA68_10003	XA68_10003	LAZP02000001.1:24353-26325	q1	q2	OK	14.0261	8.35088	-0.748115	-1.02532	0.30825	0.995343	no
gene-XA68_10004	gene-XA68_10004	XA68_10004	LAZP02000001.1:26853-27129	q1	q2	NOTEST	0	0	0	0	1	1	no
gene-XA68_10005	gene-XA68_10005	XA68_10005	LAZP02000001.1:27283-27791	q1	q2	NOTEST	0	0	0	0	1	1	no
gene-XA68_10006	gene-XA68_10006	XA68_10006	LAZP02000001.1:32087-32858	q1	q2	NOTEST	0	0	0	0	1	1	no
gene-XA68_10007	gene-XA68_10007	XA68_10007	LAZP02000001.1:34367-35747	q1	q2	OK	4.52837	7.04347	0.637294	0.652302	0.5281	0.995343	no
gene-XA68_10008	gene-XA68_10008	XA68_10008	LAZP02000001.1:36282-38834	q1	q2	OK	23.8174	29.0072	0.284394	0.453219	0.64505	0.995343	no
gene-XA68_10009	gene-XA68_10009	XA68_10009	LAZP02000001.1:39450-40457	q1	q2	OK	25.0973	44.3558	0.821588	1.08777	0.27475	0.995343	no
gene-XA68_10010	gene-XA68_10010	XA68_10010	LAZP02000001.1:40729-41245	q1	q2	OK	12.7322	13.0728	0.0380891	0.0358406	0.9724	0.995343	no
gene-XA68_10011	gene-XA68_10011	XA68_10011	LAZP02000001.1:2194-3948	q1	q2	OK	279.429	406.108	0.53938	0.673535	0.4769	0.995343	no
gene-XA68_10012	gene-XA68_10012	XA68_10012	LAZP02000001.1:41308-42925	q1	q2	OK	8.08067	7.50782	-0.106081	-0.113598	0.9127	0.995343	no
gene-XA68_10013	gene-XA68_10013	XA68_10013	LAZP02000001.1:43789-46571	q1	q2	OK	26.0412	22.0571	-0.23955	-0.387864	0.6933	0.995343	no
gene-XA68_10014	gene-XA68_10014	XA68_10014	LAZP02000001.1:47141-48174	q1	q2	NOTEST	0.171296	0	-inf	0	1	1	no
gene-XA68_10015	gene-XA68_10015	XA68_10015	LAZP02000001.1:49357-50320	q1	q2	OK	10.7756	0.783356	-3.78196	-2.90618	0.0571	0.888602	no
gene-XA68_10016	gene-XA68_10016	XA68_10016	LAZP02000001.1:54317-55491	q1	q2	NOTEST	0.441282	0	-inf	0	1	1	no
gene-XA68_10017	gene-XA68_10017	XA68_10017	LAZP02000001.1:56197-57287	q1	q2	NOTEST	0.159871	0	-inf	0	1	1	no
gene-XA68_10018	gene-XA68_10018	XA68_10018	LAZP02000001.1:60918-62274	q1	q2	NOTEST	0.357352	0.106229	-1.75016	0	1	1	no
gene-XA68_10019	gene-XA68_10019	XA68_10019	LAZP02000001.1:63626-64415	q1	q2	OK	1.69885	1.50794	-0.171977	-0.112485	0.91	0.995343	no
gene-XA68_10020	gene-XA68_10020	XA68_10020	LAZP02000001.1:64994-65506	q1	q2	OK	163.074	44.5073	-1.87342	-2.22624	0.0378	0.770358	no
gene-XA68_10021	gene-XA68_10021	XA68_10021	LAZP02000001.1:67310-67967	q1	q2	OK	56.0108	18.0454	-1.63407	-1.92764	0.0587	0.888602	no
gene-XA68_10022	gene-XA68_10022	XA68_10022	LAZP02000001.1:4155-5479	q1	q2	OK	23.3504	28.1549	0.26994	0.395987	0.6844	0.995343	no
gene-XA68_10023	gene-XA68_10023	XA68_10023	LAZP02000001.1:68272-69004	q1	q2	OK	75.2986	34.4961	-1.12619	-1.55255	0.1343	0.995343	no
gene-XA68_10024	gene-XA68_10024	XA68_10024	LAZP02000001.1:70539-71343	q1	q2	OK	123.779	131.306	0.085171	0.13579	0.89255	0.995343	no
gene-XA68_10025	gene-XA68_10025	XA68_10025	LAZP02000001.1:72485-77327	q1	q2	OK	59.8256	67.7112	0.178631	0.254746	0.80155	0.995343	no
gene-XA68_10026	gene-XA68_10026	XA68_10026	LAZP02000001.1:78584-79683	q1	q2	OK	59.1703	50.5017	-0.228542	-0.359879	0.72045	0.995343	no
gene-XA68_10027	gene-XA68_10027	XA68_10027	LAZP02000001.1:81536-82682	q1	q2	OK	155.289	106.663	-0.541889	-0.888345	0.37155	0.995343	no
gene-XA68_10028	gene-XA68_10028	XA68_10028	LAZP02000001.1:83685-84462	q1	q2	OK	45.235	28.0954	-0.687103	-0.968865	0.31635	0.995343	no
gene-XA68_10029	gene-XA68_10029	XA68_10029	LAZP02000001.1:84565-84983	q1	q2	OK	23.735	33.3683	0.491461	0.403962	0.70815	0.995343	no
gene-XA68_10030	gene-XA68_10030	XA68_10030	LAZP02000001.1:85450-88124	q1	q2	OK	16.6311	24.2249	0.542603	0.866849	0.38225	0.995343	no
gene-XA68_10031	gene-XA68_10031	XA68_10031	LAZP02000001.1:89964-90836	q1	q2	OK	104.628	96.3593	-0.118772	-0.187501	0.85215	0.995343	no
gene-XA68_10032	gene-XA68_10032	XA68_10032	LAZP02000001.1:90875-91502	q1	q2	OK	83.8138	107.033	0.352793	0.552357	0.58265	0.995343	no
gene-XA68_10033	gene-XA68_10033	XA68_10033	LAZP02000001.1:5971-7052	q1	q2	OK	21.191	23.8253	0.169042	0.217462	0.82645	0.995343	no
gene-XA68_10034	gene-XA68_10034	XA68_10034	LAZP02000001.1:92054-92741	q1	q2	OK	99.2568	85.9702	-0.20733	-0.321893	0.7436	0.995343	no
gene-XA68_10035	gene-XA68_10035	XA68_10035	LAZP02000001.1:95000-95267	q1	q2	OK	1.75968	3.94677	1.16536	0.422829	0.58985	0.995343	no
gene-XA68_10036	gene-XA68_10036	XA68_10036	LAZP02000001.1:96966-98825	q1	q2	OK	19.5708	14.1401	-0.468915	-0.678271	0.5032	0.995343	no
gene-XA68_10037	gene-XA68_10037	XA68_10037	LAZP02000001.1:99057-100533	q1	q2	OK	28.3319	34.5335	0.28557	0.421977	0.6686	0.995343	no
gene-XA68_10038	gene-XA68_10038	XA68_10038	LAZP02000001.1:100758-101574	q1	q2	OK	181.874	181.221	-0.00519095	-0.00852551	0.9935	0.996836	no
gene-XA68_10039	gene-XA68_10039	XA68_10039	LAZP02000001.1:102047-103538	q1	q2	OK	30.5941	31.2109	0.0287992	0.0450257	0.96555	0.995343	no
gene-XA68_10040	gene-XA68_10040	XA68_10040	LAZP02000001.1:103956-106446	q1	q2	OK	9.59791	5.50956	-0.800784	-1.0581	0.28215	0.995343	no
gene-XA68_10041	gene-XA68_10041	XA68_10041	LAZP02000001.1:108682-108979	q1	q2	OK	102.819	34.6152	-1.57063	-1.45277	0.1736	0.995343	no
gene-XA68_10042	gene-XA68_10042	XA68_10042	LAZP02000001.1:110595-112913	q1	q2	OK	443.731	306.997	-0.53146	-0.629323	0.5185	0.995343	no
gene-XA68_10043	gene-XA68_10043	XA68_10043	LAZP02000001.1:114427-116797	q1	q2	OK	107.591	146.493	0.445276	0.645991	0.50685	0.995343	no
gene-XA68_10044	gene-XA68_10044	XA68_10044	LAZP02000001.1:7259-9293	q1	q2	OK	64.5257	69.6572	0.110398	0.181086	0.8526	0.995343	no
gene-XA68_10045	gene-XA68_10045	XA68_10045	LAZP02000001.1:117702-120294	q1	q2	OK	56.6545	90.8642	0.681521	1.0887	0.26075	0.995343	no
gene-XA68_10046	gene-XA68_10046	XA68_10046	LAZP02000001.1:121766-123209	q1	q2	OK	100.789	213.511	1.08297	1.70641	0.0916	0.961804	no
gene-XA68_10047	gene-XA68_10047	XA68_10047	LAZP02000001.1:123775-125730	q1	q2	OK	103.689	144.622	0.480025	0.765239	0.4277	0.995343	no
gene-XA68_10048	gene-XA68_10048	XA68_10048	LAZP02000001.1:126923-129637	q1	q2	OK	86.7538	121.995	0.491827	0.732546	0.45415	0.995343	no
gene-XA68_10049	gene-XA68_10049	XA68_10049	LAZP02000001.1:130409-131666	q1	q2	OK	232.802	89.5106	-1.37897	-2.19381	0.0269	0.670891	no
gene-XA68_10050	gene-XA68_10050	XA68_10050	LAZP02000001.1:132466-134065	q1	q2	OK	52.5308	78.1165	0.572463	0.938799	0.34105	0.995343	no
gene-XA68_10051	gene-XA68_10051	XA68_10051	LAZP02000001.1:135952-136782	q1	q2	OK	158.942	237.536	0.579646	0.934015	0.35005	0.995343	no
gene-XA68_10052	gene-XA68_10052	XA68_10052	LAZP02000001.1:137802-141208	q1	q2	OK	30.4348	59.4116	0.965024	1.56212	0.1204	0.995343	no
gene-XA68_10053	gene-XA68_10053	XA68_10053	LAZP02000001.1:143252-144863	q1	q2	OK	56.9275	58.9786	0.0510653	0.0832733	0.9319	0.995343	no
gene-XA68_10054	gene-XA68_10054	XA68_10054	LAZP02000001.1:145530-146750	q1	q2	OK	88.7253	91.2869	0.0410624	0.0668586	0.9484	0.995343	no
gene-XA68_10055	gene-XA68_10055	XA68_10055	LAZP02000001.1:9386-11722	q1	q2	OK	2.92298	5.09896	0.802762	0.819037	0.4335	0.995343	no
gene-XA68_10056	gene-XA68_10056	XA68_10056	LAZP02000001.1:148707-149688	q1	q2	OK	29.1325	14.5447	-1.00214	-1.25791	0.19785	0.995343	no
gene-XA68_10057	gene-XA68_10057	XA68_10057	LAZP02000001.1:150185-153575	q1	q2	OK	30.778	35.1549	0.191827	0.315182	0.74805	0.995343	no
gene-XA68_10058	gene-XA68_10058	XA68_10058	LAZP02000001.1:154190-155335	q1	q2	OK	262.393	311.486	0.247442	0.378864	0.69465	0.995343	no
gene-XA68_10059	gene-XA68_10059	XA68_10059	LAZP02000001.1:156044-156750	q1	q2	OK	171.469	119.61	-0.519609	-0.818586	0.39745	0.995343	no
gene-XA68_10060	gene-XA68_10060	XA68_10060	LAZP02000001.1:158079-161899	q1	q2	OK	49.8492	63.2034	0.342432	0.52055	0.58525	0.995343	no
gene-XA68_10061	gene-XA68_10061	XA68_10061	LAZP02000001.1:165516-167359	q1	q2	OK	22.3158	32.5801	0.545924	0.830549	0.40875	0.995343	no
gene-XA68_10062	gene-XA68_10062	XA68_10062	LAZP02000001.1:13656-14766	q1	q2	OK	36.2265	32.2077	-0.169642	-0.236254	0.81185	0.995343	no
gene-XA68_10063	gene-XA68_10063	XA68_10063	LAZP02000001.1:15376-16033	q1	q2	OK	63.4066	86.9258	0.455152	0.66747	0.49875	0.995343	no
gene-XA68_10064	gene-XA68_10064	XA68_10064	LAZP02000001.1:16597-19019	q1	q2	OK	29.3329	32.5522	0.150236	0.243179	0.80125	0.995343	no
gene-XA68_10065	gene-XA68_10065	XA68_10065	LAZP02000010.1:85552-86825	q1	q2	OK	136.408	134.196	-0.0235862	-0.0386068	0.9684	0.995343	no
gene-XA68_10066	gene-XA68_10066	XA68_10066	LAZP02000010.1:89023-91092	q1	q2	OK	108.426	179.963	0.730994	1.17944	0.2388	0.995343	no
gene-XA68_10067	gene-XA68_10067	XA68_10067	LAZP02000010.1:91613-95671	q1	q2	OK	10.1839	13.9528	0.454263	0.718192	0.46635	0.995343	no
gene-XA68_10068	gene-XA68_10068	XA68_10068	LAZP02000010.1:96368-98398	q1	q2	OK	34.2174	27.3955	-0.32079	-0.501914	0.61285	0.995343	no
gene-XA68_10069	gene-XA68_10069	XA68_10069	LAZP02000010.1:437-2195	q1	q2	OK	88.4571	77.9246	-0.182899	-0.298415	0.7542	0.995343	no
gene-XA68_10070	gene-XA68_10070	XA68_10070	LAZP02000010.1:2792-4576	q1	q2	OK	326.654	192.465	-0.763166	-1.00433	0.29845	0.995343	no
gene-XA68_10071	gene-XA68_10071	XA68_10071	LAZP02000010.1:5213-7658	q1	q2	OK	33.1817	42.0606	0.34208	0.560029	0.57095	0.995343	no
gene-XA68_10072	gene-XA68_10072	XA68_10072	LAZP02000010.1:7975-9010	q1	q2	OK	122.827	133.508	0.120298	0.177143	0.8583	0.995343	no
gene-XA68_10073	gene-XA68_10073	XA68_10073	LAZP02000010.1:10062-13277	q1	q2	OK	169.745	364.951	1.10433	1.54574	0.1158	0.98249	no
gene-XA68_10074	gene-XA68_10074	XA68_10074	LAZP02000010.1:13987-14819	q1	q2	OK	79.274	60.9843	-0.378408	-0.574479	0.56255	0.995343	no
gene-XA68_10075	gene-XA68_10075	XA68_10075	LAZP02000010.1:15050-18736	q1	q2	OK	20.2414	24.8856	0.298003	0.488401	0.61565	0.995343	no
gene-XA68_10076	gene-XA68_10076	XA68_10076	LAZP02000010.1:19102-21058	q1	q2	OK	16.7979	18.9191	0.171563	0.267334	0.78285	0.995343	no
gene-XA68_10077	gene-XA68_10077	XA68_10077	LAZP02000010.1:21200-22691	q1	q2	OK	16.7405	12.8854	-0.377597	-0.505971	0.62105	0.995343	no
gene-XA68_10078	gene-XA68_10078	XA68_10078	LAZP02000010.1:23544-23927	q1	q2	OK	44.2537	49.6449	0.165847	0.159075	0.87515	0.995343	no
gene-XA68_10079	gene-XA68_10079	XA68_10079	LAZP02000010.1:24428-25623	q1	q2	OK	61.2482	50.8779	-0.267629	-0.426712	0.66665	0.995343	no
gene-XA68_10080	gene-XA68_10080	XA68_10080	LAZP02000010.1:25985-27976	q1	q2	OK	21.398	15.7018	-0.446553	-0.64155	0.52465	0.995343	no
gene-XA68_10081	gene-XA68_10081	XA68_10081	LAZP02000010.1:28136-29035	q1	q2	OK	227.518	227.322	-0.00124149	-0.00202293	0.9975	0.99836	no
gene-XA68_10082	gene-XA68_10082	XA68_10082	LAZP02000010.1:29336-30266	q1	q2	OK	54.6511	40.3397	-0.438052	-0.629209	0.533	0.995343	no
gene-XA68_10083	gene-XA68_10083	XA68_10083	LAZP02000010.1:30553-31570	q1	q2	OK	126.053	170.591	0.436516	0.715555	0.4734	0.995343	no
gene-XA68_10084	gene-XA68_10084	XA68_10084	LAZP02000010.1:32353-33612	q1	q2	OK	277.575	332.617	0.260986	0.367969	0.7026	0.995343	no
gene-XA68_10085	gene-XA68_10085	XA68_10085	LAZP02000010.1:35111-38084	q1	q2	OK	57.9077	49.7247	-0.219791	-0.357279	0.71015	0.995343	no
gene-XA68_10086	gene-XA68_10086	XA68_10086	LAZP02000010.1:39054-39514	q1	q2	OK	276.46	403.343	0.544935	0.843193	0.39885	0.995343	no
gene-XA68_10087	gene-XA68_10087	XA68_10087	LAZP02000010.1:39957-41998	q1	q2	OK	11.7029	10.853	-0.108779	-0.141506	0.8876	0.995343	no
gene-XA68_10088	gene-XA68_10088	XA68_10088	LAZP02000010.1:43057-43741	q1	q2	OK	25.4446	23.1651	-0.135407	-0.155901	0.8707	0.995343	no
gene-XA68_10089	gene-XA68_10089	XA68_10089	LAZP02000010.1:43945-48225	q1	q2	OK	25.1325	22.9422	-0.13155	-0.215912	0.82575	0.995343	no
gene-XA68_10090	gene-XA68_10090	XA68_10090	LAZP02000010.1:49180-50372	q1	q2	OK	51.3057	37.1318	-0.466465	-0.707594	0.47495	0.995343	no
gene-XA68_10091	gene-XA68_10091	XA68_10091	LAZP02000010.1:50869-52271	q1	q2	OK	29.7655	35.8934	0.270077	0.38646	0.69795	0.995343	no
gene-XA68_10092	gene-XA68_10092	XA68_10092	LAZP02000010.1:52306-52914	q1	q2	OK	46.6562	61.2091	0.391676	0.480613	0.63555	0.995343	no
gene-XA68_10093	gene-XA68_10093	XA68_10093	LAZP02000010.1:54204-56112	q1	q2	OK	5.99017	10.1082	0.754857	0.959772	0.33225	0.995343	no
gene-XA68_10094	gene-XA68_10094	XA68_10094	LAZP02000010.1:57178-58892	q1	q2	OK	47.7116	54.9174	0.202922	0.331923	0.73715	0.995343	no
gene-XA68_10095	gene-XA68_10095	XA68_10095	LAZP02000010.1:60306-63093	q1	q2	OK	83.4243	102.144	0.292067	0.443708	0.64325	0.995343	no
gene-XA68_10096	gene-XA68_10096	XA68_10096	LAZP02000010.1:63618-64618	q1	q2	OK	90.9176	129.193	0.506901	0.80244	0.40475	0.995343	no
gene-XA68_10097	gene-XA68_10097	XA68_10097	LAZP02000010.1:65513-68045	q1	q2	OK	134.493	97.1926	-0.468615	-0.675761	0.479	0.995343	no
gene-XA68_10098	gene-XA68_10098	XA68_10098	LAZP02000010.1:71522-71868	q1	q2	OK	16.3805	8.50877	-0.94496	-0.652725	0.52825	0.995343	no
gene-XA68_10099	gene-XA68_10099	XA68_10099	LAZP02000010.1:72277-73405	q1	q2	OK	58.8457	32.8746	-0.839963	-1.19316	0.2298	0.995343	no
gene-XA68_10100	gene-XA68_10100	XA68_10100	LAZP02000010.1:75503-77223	q1	q2	OK	122.813	107.262	-0.195327	-0.308651	0.75465	0.995343	no
gene-XA68_10101	gene-XA68_10101	XA68_10101	LAZP02000010.1:78198-79848	q1	q2	OK	2.63487	1.65219	-0.673348	-0.596593	0.573	0.995343	no
gene-XA68_10102	gene-XA68_10102	XA68_10102	LAZP02000010.1:82042-85003	q1	q2	OK	28.0385	35.4888	0.339955	0.55826	0.57295	0.995343	no
gene-XA68_10103	gene-XA68_10103	XA68_10103	LAZP02000100.1:858-2842	q1	q2	OK	12.936	21.5121	0.73376	1.11605	0.26455	0.995343	no
gene-XA68_10104	gene-XA68_10104	XA68_10104	LAZP02000100.1:4196-5542	q1	q2	OK	12.5946	97.973	2.95958	4.03582	0.0012	0.1434	no
gene-XA68_10105	gene-XA68_10105	XA68_10105	LAZP02000100.1:7181-9155	q1	q2	OK	21.2857	29.689	0.480044	0.746981	0.44905	0.995343	no
gene-XA68_10106	gene-XA68_10106	XA68_10106	LAZP02000100.1:9584-10403	q1	q2	OK	47.5183	36.436	-0.383119	-0.524764	0.5897	0.995343	no
gene-XA68_10107	gene-XA68_10107	XA68_10107	LAZP02000100.1:10802-12607	q1	q2	OK	86.9523	135.727	0.642416	1.0307	0.2989	0.995343	no
gene-XA68_10108	gene-XA68_10108	XA68_10108	LAZP02000100.1:13395-15435	q1	q2	OK	6.91451	13.6505	0.98125	1.0921	0.272	0.995343	no
gene-XA68_10109	gene-XA68_10109	XA68_10109	LAZP02000100.1:16008-16804	q1	q2	OK	118.848	138.657	0.222411	0.355243	0.72085	0.995343	no
gene-XA68_10110	gene-XA68_10110	XA68_10110	LAZP02000100.1:17580-18792	q1	q2	OK	31.3519	90.6982	1.53252	2.29726	0.02635	0.666098	no
gene-XA68_10111	gene-XA68_10111	XA68_10111	LAZP02000100.1:19382-20603	q1	q2	OK	47.3305	95.6804	1.01546	1.63594	0.10425	0.967418	no
gene-XA68_10112	gene-XA68_10112	XA68_10112	LAZP02000100.1:20641-23907	q1	q2	OK	24.0263	19.6705	-0.288585	-0.47152	0.63635	0.995343	no
gene-XA68_10113	gene-XA68_10113	XA68_10113	LAZP02000100.1:25340-26338	q1	q2	OK	215.373	248.15	0.204374	0.320998	0.744	0.995343	no
gene-XA68_10114	gene-XA68_10114	XA68_10114	LAZP02000100.1:26962-32107	q1	q2	OK	82.2185	68.9699	-0.253497	-0.346527	0.71745	0.995343	no
gene-XA68_10115	gene-XA68_10115	XA68_10115	LAZP02000100.1:32372-32630	q1	q2	OK	2.95502	0	-inf	-nan	0.10705	0.967418	no
gene-XA68_10116	gene-XA68_10116	XA68_10116	LAZP02000100.1:35376-37023	q1	q2	OK	143.964	146.596	0.0261426	0.0410388	0.96415	0.995343	no
gene-XA68_10117	gene-XA68_10117	XA68_10117	LAZP02000100.1:37519-38111	q1	q2	OK	44.8998	44.7951	-0.00336759	-0.00372592	0.98785	0.995343	no
gene-XA68_10118	gene-XA68_10118	XA68_10118	LAZP02000100.1:38507-40819	q1	q2	OK	40.155	60.2045	0.584293	0.958067	0.33815	0.995343	no
gene-XA68_10119	gene-XA68_10119	XA68_10119	LAZP02000100.1:43581-45228	q1	q2	OK	125.638	172.862	0.460346	0.706873	0.46905	0.995343	no
gene-XA68_10120	gene-XA68_10120	XA68_10120	LAZP02000999.1:543-1255	q1	q2	OK	21.6471	10.471	-1.04778	-1.03008	0.2982	0.995343	no
gene-XA68_10121	gene-XA68_10121	XA68_10121	LAZP02000999.1:2556-4462	q1	q2	OK	53.9379	53.2706	-0.0179588	-0.0295131	0.97715	0.995343	no
gene-XA68_10122	gene-XA68_10122	XA68_10122	LAZP02001000.1:1726-2090	q1	q2	OK	33.7419	55.0884	0.707206	0.714138	0.49025	0.995343	no
gene-XA68_10123	gene-XA68_10123	XA68_10123	LAZP02001001.1:1074-3077	q1	q2	OK	3.50193	13.1728	1.91134	2.11238	0.05385	0.873899	no
gene-XA68_10124	gene-XA68_10124	XA68_10124	LAZP02001002.1:1117-2506	q1	q2	OK	486.115	947.703	0.963138	1.08142	0.275	0.995343	no
gene-XA68_10125	gene-XA68_10125	XA68_10125	LAZP02001002.1:2955-4452	q1	q2	OK	414.99	699.838	0.753945	0.834131	0.4076	0.995343	no
gene-XA68_10126	gene-XA68_10126	XA68_10126	LAZP02001004.1:1125-1984	q1	q2	OK	44.0607	53.5381	0.281074	0.395601	0.68625	0.995343	no
gene-XA68_10127	gene-XA68_10127	XA68_10127	LAZP02001004.1:3595-4342	q1	q2	OK	19.3422	13.3424	-0.535736	-0.598945	0.56175	0.995343	no
gene-XA68_10128	gene-XA68_10128	XA68_10128	LAZP02001005.1:744-2994	q1	q2	OK	76.3941	82.3763	0.108769	0.169801	0.85875	0.995343	no
gene-XA68_10129	gene-XA68_10129	XA68_10129	LAZP02001005.1:3426-4163	q1	q2	OK	4152.83	9355.51	1.17172	1.4257	0.1488	0.995343	no
gene-XA68_10130	gene-XA68_10130	XA68_10130	LAZP02001006.1:532-1006	q1	q2	OK	2.3091	0	-inf	-nan	0.093	0.961804	no
gene-XA68_10131	gene-XA68_10131	XA68_10131	LAZP02001006.1:1607-2966	q1	q2	OK	149.593	113.259	-0.401413	-0.655561	0.5044	0.995343	no
gene-XA68_10132	gene-XA68_10132	XA68_10132	LAZP02001007.1:1897-2592	q1	q2	OK	44.266	23.887	-0.889976	-1.09191	0.26515	0.995343	no
gene-XA68_10133	gene-XA68_10133	XA68_10133	LAZP02001007.1:2772-3681	q1	q2	OK	30.789	26.5398	-0.214259	-0.276892	0.7825	0.995343	no
gene-XA68_10134	gene-XA68_10134	XA68_10134	LAZP02001008.1:1181-1656	q1	q2	OK	11.7676	28.0197	1.25163	1.15771	0.2719	0.995343	no
gene-XA68_10135	gene-XA68_10135	XA68_10135	LAZP02001008.1:2721-4505	q1	q2	OK	2.03418	3.79296	0.898876	0.792597	0.45005	0.995343	no
gene-XA68_10136	gene-XA68_10136	XA68_10136	LAZP02000101.1:924-3153	q1	q2	OK	4.81472	2.55517	-0.914031	-0.951138	0.3415	0.995343	no
gene-XA68_10137	gene-XA68_10137	XA68_10137	LAZP02000101.1:3212-4227	q1	q2	OK	4.33185	3.43018	-0.336701	-0.276134	0.7969	0.995343	no
gene-XA68_10138	gene-XA68_10138	XA68_10138	LAZP02000101.1:9495-11449	q1	q2	NOTEST	0	0	0	0	1	1	no
gene-XA68_10139	gene-XA68_10139	XA68_10139	LAZP02000101.1:12415-13201	q1	q2	NOTEST	0	0	0	0	1	1	no
gene-XA68_10140	gene-XA68_10140	XA68_10140	LAZP02000101.1:14696-17725	q1	q2	NOTEST	0	0	0	0	1	1	no
gene-XA68_10141	gene-XA68_10141	XA68_10141	LAZP02000101.1:17796-18761	q1	q2	NOTEST	0.748185	0.277506	-1.43088	0	1	1	no
gene-XA68_10142	gene-XA68_10142	XA68_10142	LAZP02000101.1:21373-23369	q1	q2	NOTEST	0	0	0	0	1	1	no
gene-XA68_10143	gene-XA68_10143	XA68_10143	LAZP02000101.1:24485-25812	q1	q2	OK	91.4094	73.2279	-0.319951	-0.521108	0.59345	0.995343	no
gene-XA68_10144	gene-XA68_10144	XA68_10144	LAZP02000101.1:25983-26628	q1	q2	OK	49.2533	67.9395	0.464028	0.62698	0.53365	0.995343	no
gene-XA68_10145	gene-XA68_10145	XA68_10145	LAZP02000101.1:27201-28082	q1	q2	OK	302.529	272.955	-0.148415	-0.241373	0.8	0.995343	no
gene-XA68_10146	gene-XA68_10146	XA68_10146	LAZP02000101.1:28665-29583	q1	q2	OK	0.795297	2.03192	1.35328	0.882788	0.372	0.995343	no
