ID	Waveform	Period	Phase	Nadir	Tau	P
-0.7357620764909459	cosine	24.0	4.0	20.0	0.6363636363636367	0.001988079806063042
0.28424343464042423	cosine	24.0	4.0	22.0	0.3333333333333335	0.06570102610411901
0.534954196369646	cosine	24.0	4.0	0.0	0.5454545454545456	0.0067819162397311575
0.679289027660607	cosine	24.0	8.0	4.0	0.45454545454545475	0.019834630913749846
-0.5583929908638862	cosine	24.0	20.0	18.0	0.2727272727272728	0.10854448149943507
-0.4578506205396405	cosine	24.0	8.0	10.0	0.666666666666667	0.0012756406460599887
-0.1459560438158165	cosine	24.0	22.0	20.0	0.4848484848484851	0.014106153084401886
-2.7262459817000693	cosine	24.0	4.0	2.0	0.5151515151515154	0.00986438530634296
-1.284563409962939	cosine	24.0	10.0	8.0	0.4242424242424244	0.02742697317621316
-0.43669104591399693	cosine	24.0	10.0	16.0	0.7878787878787882	0.0001813930547667903
-0.9091593276368133	cosine	24.0	20.0	8.0	0.2727272727272728	0.10854448149943507
0.14725429632827677	cosine	24.0	22.0	18.0	0.4242424242424244	0.02742697317621316
-0.6653369175783618	cosine	24.0	8.0	6.0	0.3636363636363638	0.04990853551146973
-0.8705518206950742	cosine	24.0	10.0	20.0	0.5151515151515154	0.00986438530634296
0.6783174403646302	cosine	24.0	16.0	20.0	0.5454545454545456	0.0067819162397311575
-0.007782058389510089	cosine	24.0	18.0	16.0	0.4242424242424244	0.02742697317621316
-0.9301213625330946	cosine	24.0	4.0	18.0	0.5151515151515154	0.00986438530634296
-1.7580195513588304	cosine	24.0	2.0	0.0	0.3333333333333335	0.06570102610411901
-0.9207622783037762	cosine	24.0	12.0	14.0	0.3333333333333335	0.06570102610411901
1.0948017743560918	cosine	24.0	14.0	16.0	0.3636363636363638	0.04990853551146973
-1.3546551454064923	cosine	24.0	16.0	20.0	0.2727272727272728	0.10854448149943507
0.17289734410321395	cosine	24.0	6.0	8.0	0.2727272727272728	0.10854448149943507
-0.26748403710118657	cosine	24.0	12.0	14.0	0.30303030303030315	0.08511721571435177
-0.5762039489289699	cosine	24.0	18.0	16.0	0.4242424242424244	0.02742697317621316
0.053007166326042195	cosine	24.0	2.0	6.0	0.3939393939393941	0.037302414641954044
-0.9724121259638742	cosine	24.0	12.0	14.0	0.3636363636363638	0.04990853551146973
-0.81322213989809	cosine	24.0	10.0	0.0	0.45454545454545475	0.019834630913749846
0.3027194984786504	cosine	24.0	16.0	20.0	0.4242424242424244	0.02742697317621316
-0.18503750506761024	cosine	24.0	16.0	0.0	0.4242424242424244	0.02742697317621316
0.3612770624190869	cosine	24.0	10.0	18.0	0.45454545454545475	0.019834630913749846
1.0500233148636497	cosine	24.0	10.0	8.0	0.24242424242424254	0.1362855657955242
-0.9306116948698716	cosine	24.0	8.0	2.0	0.4242424242424244	0.02742697317621316
0.4415637103044122	cosine	24.0	0.0	22.0	0.3939393939393941	0.037302414641954044
-0.35828862673510214	cosine	24.0	6.0	8.0	0.6060606060606063	0.003044944233852819
-0.8727102001366818	cosine	24.0	10.0	18.0	0.575757575757576	0.004583576838638997
-0.7843928987543107	cosine	24.0	6.0	8.0	0.4242424242424244	0.02742697317621316
