test_id	gene_id	gene	locus	sample_1	sample_2	status	value_1	value_2	log2(fold_change)	test_stat	p_value	q_value	significant
gene-BBA_00001	gene-BBA_00001	BBA_00001	JH725150.1:3334-3683	q1	q2	NOTEST	0	0	0	0	1	1	no
gene-BBA_00002	gene-BBA_00002	BBA_00002	JH725150.1:5663-7104	q1	q2	NOTEST	0	0	0	0	1	1	no
gene-BBA_00003	gene-BBA_00003	BBA_00003	JH725150.1:8107-8869	q1	q2	NOTEST	0	0	0	0	1	1	no
gene-BBA_00004	gene-BBA_00004	BBA_00004	JH725150.1:12135-13042	q1	q2	NOTEST	0	0	0	0	1	1	no
gene-BBA_00005	gene-BBA_00005	BBA_00005	JH725150.1:15329-20029	q1	q2	NOTEST	2.27065	2.27065	0	0	1	1	no
gene-BBA_00006	gene-BBA_00006	BBA_00006	JH725150.1:21183-22451	q1	q2	OK	16.8416	16.8416	0	0	1	1	no
gene-BBA_00007	gene-BBA_00007	BBA_00007	JH725150.1:23339-25184	q1	q2	OK	100.149	100.149	0	0	1	1	no
gene-BBA_00008	gene-BBA_00008	BBA_00008	JH725150.1:25243-26096	q1	q2	OK	47.7366	47.7366	0	0	1	1	no
gene-BBA_00009	gene-BBA_00009	BBA_00009	JH725150.1:26626-26932	q1	q2	OK	290.647	290.647	0	0	1	1	no
gene-BBA_00010	gene-BBA_00010	BBA_00010	JH725150.1:30264-32130	q1	q2	OK	4.12246	4.12246	0	0	1	1	no
gene-BBA_00011	gene-BBA_00011	BBA_00011	JH725150.1:33012-35806	q1	q2	OK	72.6041	72.6041	0	0	1	1	no
gene-BBA_00012	gene-BBA_00012	BBA_00012	JH725150.1:37115-37424	q1	q2	OK	3137.39	3137.39	0	0	1	1	no
gene-BBA_00013	gene-BBA_00013	BBA_00013	JH725150.1:38579-39928	q1	q2	OK	17.532	17.532	0	0	1	1	no
gene-BBA_00014	gene-BBA_00014	BBA_00014	JH725150.1:42773-44348	q1	q2	OK	48.2068	48.2068	0	0	1	1	no
gene-BBA_00015	gene-BBA_00015	BBA_00015	JH725150.1:45677-47093	q1	q2	OK	24.4421	24.4421	0	0	1	1	no
gene-BBA_00016	gene-BBA_00016	BBA_00016	JH725150.1:47544-49098	q1	q2	OK	29.6023	29.6023	0	0	1	1	no
gene-BBA_00017	gene-BBA_00017	BBA_00017	JH725150.1:50975-55391	q1	q2	NOTEST	0.0573483	0.0573483	0	0	1	1	no
gene-BBA_00018	gene-BBA_00018	BBA_00018	JH725150.1:55811-56743	q1	q2	NOTEST	0.667271	0.667271	0	0	1	1	no
gene-BBA_00019	gene-BBA_00019	BBA_00019	JH725150.1:57710-58663	q1	q2	NOTEST	0	0	0	0	1	1	no
gene-BBA_00020	gene-BBA_00020	BBA_00020	JH725150.1:63450-64529	q1	q2	OK	7.17196	7.17196	0	0	1	1	no
gene-BBA_00021	gene-BBA_00021	BBA_00021	JH725150.1:66571-67074	q1	q2	OK	134.13	134.13	0	0	1	1	no
gene-BBA_00022	gene-BBA_00022	BBA_00022	JH725150.1:67094-68927	q1	q2	OK	95.2627	95.2627	0	0	1	1	no
gene-BBA_00023	gene-BBA_00023	BBA_00023	JH725150.1:71295-72546	q1	q2	OK	94.0266	94.0266	0	0	1	1	no
