test_id	gene_id	gene	locus	sample_1	sample_2	status	value_1	value_2	log2(fold_change)	test_stat	p_value	q_value	significant
gene-BBA_00001	gene-BBA_00001	BBA_00001	JH725150.1:3334-3683	q1	q2	NOTEST	0	0	0	0	1	1	no
gene-BBA_00002	gene-BBA_00002	BBA_00002	JH725150.1:5663-7104	q1	q2	NOTEST	0	0	0	0	1	1	no
gene-BBA_00003	gene-BBA_00003	BBA_00003	JH725150.1:8107-8869	q1	q2	NOTEST	0	0	0	0	1	1	no
gene-BBA_00004	gene-BBA_00004	BBA_00004	JH725150.1:12135-13042	q1	q2	NOTEST	0	0	0	0	1	1	no
gene-BBA_00005	gene-BBA_00005	BBA_00005	JH725150.1:15329-20029	q1	q2	OK	2.37922	4.43318	0.897853	1.36396	0.1815	0.987528	no
gene-BBA_00006	gene-BBA_00006	BBA_00006	JH725150.1:21183-22451	q1	q2	OK	17.6472	11.4335	-0.626167	-0.994826	0.3148	0.997366	no
gene-BBA_00007	gene-BBA_00007	BBA_00007	JH725150.1:23339-25184	q1	q2	OK	105.003	63.6004	-0.72332	-1.32268	0.1876	0.987942	no
gene-BBA_00008	gene-BBA_00008	BBA_00008	JH725150.1:25243-26096	q1	q2	OK	50.0506	44.4545	-0.17106	-0.299957	0.76425	0.997366	no
gene-BBA_00009	gene-BBA_00009	BBA_00009	JH725150.1:26626-26932	q1	q2	OK	304.599	209.499	-0.539971	-0.832764	0.41155	0.997366	no
gene-BBA_00010	gene-BBA_00010	BBA_00010	JH725150.1:30264-32130	q1	q2	OK	4.32129	6.48272	0.585139	0.700165	0.4899	0.997366	no
gene-BBA_00011	gene-BBA_00011	BBA_00011	JH725150.1:33012-35806	q1	q2	OK	76.0838	72.8012	-0.0636263	-0.116228	0.90605	0.997366	no
gene-BBA_00012	gene-BBA_00012	BBA_00012	JH725150.1:37115-37424	q1	q2	OK	3288.01	2387.41	-0.461766	-0.851612	0.39355	0.997366	no
gene-BBA_00013	gene-BBA_00013	BBA_00013	JH725150.1:38579-39928	q1	q2	OK	18.373	19.242	0.0666661	0.112896	0.9097	0.997366	no
gene-BBA_00014	gene-BBA_00014	BBA_00014	JH725150.1:42773-44348	q1	q2	OK	50.5362	30.9169	-0.708921	-1.26726	0.1966	0.987942	no
gene-BBA_00015	gene-BBA_00015	BBA_00015	JH725150.1:45677-47093	q1	q2	OK	25.6279	22.6102	-0.180746	-0.311321	0.757	0.997366	no
gene-BBA_00016	gene-BBA_00016	BBA_00016	JH725150.1:47544-49098	q1	q2	OK	31.0283	24.5339	-0.338804	-0.606536	0.5301	0.997366	no
gene-BBA_00017	gene-BBA_00017	BBA_00017	JH725150.1:50975-55391	q1	q2	NOTEST	0.0600954	0.198802	1.72601	0	1	1	no
gene-BBA_00018	gene-BBA_00018	BBA_00018	JH725150.1:55811-56743	q1	q2	NOTEST	0.699248	0.87956	0.330977	0	1	1	no
gene-BBA_00019	gene-BBA_00019	BBA_00019	JH725150.1:57710-58663	q1	q2	NOTEST	0	0	0	0	1	1	no
gene-BBA_00020	gene-BBA_00020	BBA_00020	JH725150.1:63450-64529	q1	q2	OK	7.51747	7.31808	-0.0387816	-0.0528122	0.96625	0.997366	no
gene-BBA_00021	gene-BBA_00021	BBA_00021	JH725150.1:66571-67074	q1	q2	OK	140.575	124.921	-0.170321	-0.268509	0.78245	0.997366	no
