test_id	gene_id	gene	locus	sample_1	sample_2	status	value_1	value_2	log2(fold_change)	test_stat	p_value	q_value	significant
gene-BBA_00001	gene-BBA_00001	BBA_00001	JH725150.1:3334-3683	q1	q2	NOTEST	0	0	0	0	1	1	no
gene-BBA_00002	gene-BBA_00002	BBA_00002	JH725150.1:5663-7104	q1	q2	NOTEST	0	0	0	0	1	1	no
gene-BBA_00003	gene-BBA_00003	BBA_00003	JH725150.1:8107-8869	q1	q2	NOTEST	0	0	0	0	1	1	no
gene-BBA_00004	gene-BBA_00004	BBA_00004	JH725150.1:12135-13042	q1	q2	NOTEST	0	0.270587	inf	0	1	1	no
gene-BBA_00005	gene-BBA_00005	BBA_00005	JH725150.1:15329-20029	q1	q2	OK	2.25942	2.06214	-0.131813	-0.289038	0.77485	0.996786	no
gene-BBA_00006	gene-BBA_00006	BBA_00006	JH725150.1:21183-22451	q1	q2	OK	16.7583	16.2848	-0.0413473	-0.113409	0.907	0.996786	no
gene-BBA_00007	gene-BBA_00007	BBA_00007	JH725150.1:23339-25184	q1	q2	OK	99.6537	113.303	0.185193	0.631068	0.5254	0.996786	no
gene-BBA_00008	gene-BBA_00008	BBA_00008	JH725150.1:25243-26096	q1	q2	OK	47.5007	48.6639	0.0349021	0.111508	0.909	0.996786	no
gene-BBA_00009	gene-BBA_00009	BBA_00009	JH725150.1:26626-26932	q1	q2	OK	289.211	215.409	-0.425039	-1.05767	0.28655	0.996786	no
gene-BBA_00010	gene-BBA_00010	BBA_00010	JH725150.1:30264-32130	q1	q2	OK	4.10207	5.45677	0.411693	0.680332	0.5057	0.996786	no
gene-BBA_00011	gene-BBA_00011	BBA_00011	JH725150.1:33012-35806	q1	q2	OK	72.2452	63.4045	-0.188317	-0.642232	0.5219	0.996786	no
gene-BBA_00012	gene-BBA_00012	BBA_00012	JH725150.1:37115-37424	q1	q2	OK	3121.88	3095.65	-0.0121758	-0.0408298	0.9641	0.996786	no
gene-BBA_00013	gene-BBA_00013	BBA_00013	JH725150.1:38579-39928	q1	q2	OK	17.4454	21.0339	0.269874	0.786139	0.4357	0.996786	no
gene-BBA_00014	gene-BBA_00014	BBA_00014	JH725150.1:42773-44348	q1	q2	OK	47.9685	37.8306	-0.342536	-1.15065	0.2501	0.996786	no
gene-BBA_00015	gene-BBA_00015	BBA_00015	JH725150.1:45677-47093	q1	q2	OK	24.3213	27.1761	0.160119	0.501495	0.61825	0.996786	no
gene-BBA_00016	gene-BBA_00016	BBA_00016	JH725150.1:47544-49098	q1	q2	OK	29.4559	26.3538	-0.160546	-0.535297	0.58815	0.996786	no
gene-BBA_00017	gene-BBA_00017	BBA_00017	JH725150.1:50975-55391	q1	q2	NOTEST	0.0570647	0.137319	1.26686	0	1	1	no
gene-BBA_00018	gene-BBA_00018	BBA_00018	JH725150.1:55811-56743	q1	q2	NOTEST	0.663972	0.803137	0.274523	0	1	1	no
gene-BBA_00019	gene-BBA_00019	BBA_00019	JH725150.1:57710-58663	q1	q2	NOTEST	0	0	0	0	1	1	no
gene-BBA_00020	gene-BBA_00020	BBA_00020	JH725150.1:63450-64529	q1	q2	OK	7.13652	6.75061	-0.080203	-0.158618	0.87855	0.996786	no
