test_id	gene_id	gene	locus	sample_1	sample_2	status	value_1	value_2	log2(fold_change)	test_stat	p_value	q_value	significant
gene-BBA_00001	gene-BBA_00001	BBA_00001	JH725150.1:3334-3683	q1	q2	OK	0	2.666	inf	-nan	0.1177	0.996145	no
gene-BBA_00002	gene-BBA_00002	BBA_00002	JH725150.1:5663-7104	q1	q2	NOTEST	0	0	0	0	1	1	no
gene-BBA_00003	gene-BBA_00003	BBA_00003	JH725150.1:8107-8869	q1	q2	NOTEST	0	0	0	0	1	1	no
gene-BBA_00004	gene-BBA_00004	BBA_00004	JH725150.1:12135-13042	q1	q2	NOTEST	0	0	0	0	1	1	no
gene-BBA_00005	gene-BBA_00005	BBA_00005	JH725150.1:15329-20029	q1	q2	OK	2.26716	3.53145	0.639375	1.19219	0.2399	0.996145	no
gene-BBA_00006	gene-BBA_00006	BBA_00006	JH725150.1:21183-22451	q1	q2	OK	16.8157	10.475	-0.68285	-1.35627	0.1808	0.996145	no
gene-BBA_00007	gene-BBA_00007	BBA_00007	JH725150.1:23339-25184	q1	q2	OK	99.9946	95.3985	-0.0678848	-0.165525	0.87065	0.996145	no
gene-BBA_00008	gene-BBA_00008	BBA_00008	JH725150.1:25243-26096	q1	q2	OK	47.6633	49.6567	0.0591111	0.135741	0.89525	0.996145	no
gene-BBA_00009	gene-BBA_00009	BBA_00009	JH725150.1:26626-26932	q1	q2	OK	290.2	236.714	-0.293908	-0.575345	0.55265	0.996145	no
gene-BBA_00010	gene-BBA_00010	BBA_00010	JH725150.1:30264-32130	q1	q2	OK	4.11612	4.75359	0.207732	0.278397	0.77845	0.996145	no
gene-BBA_00011	gene-BBA_00011	BBA_00011	JH725150.1:33012-35806	q1	q2	OK	72.4925	63.3168	-0.195244	-0.477562	0.63365	0.996145	no
gene-BBA_00012	gene-BBA_00012	BBA_00012	JH725150.1:37115-37424	q1	q2	OK	3132.57	2622.77	-0.256254	-0.618453	0.5331	0.996145	no
gene-BBA_00013	gene-BBA_00013	BBA_00013	JH725150.1:38579-39928	q1	q2	OK	17.5051	18.5197	0.0812845	0.174461	0.85765	0.996145	no
gene-BBA_00014	gene-BBA_00014	BBA_00014	JH725150.1:42773-44348	q1	q2	OK	48.1327	33.0271	-0.543368	-1.29236	0.18785	0.996145	no
gene-BBA_00015	gene-BBA_00015	BBA_00015	JH725150.1:45677-47093	q1	q2	OK	24.4046	20.5498	-0.248023	-0.55298	0.581	0.996145	no
gene-BBA_00016	gene-BBA_00016	BBA_00016	JH725150.1:47544-49098	q1	q2	OK	29.5568	28.0177	-0.0771516	-0.183164	0.85225	0.996145	no
