test_id	gene_id	gene	locus	sample_1	sample_2	status	value_1	value_2	log2(fold_change)	test_stat	p_value	q_value	significant
gene-BBA_00001	gene-BBA_00001	BBA_00001	JH725150.1:3334-3683	q1	q2	NOTEST	0	0	0	0	1	1	no
gene-BBA_00002	gene-BBA_00002	BBA_00002	JH725150.1:5663-7104	q1	q2	NOTEST	0	0	0	0	1	1	no
gene-BBA_00003	gene-BBA_00003	BBA_00003	JH725150.1:8107-8869	q1	q2	NOTEST	0	0	0	0	1	1	no
gene-BBA_00004	gene-BBA_00004	BBA_00004	JH725150.1:12135-13042	q1	q2	NOTEST	0	0	0	0	1	1	no
gene-BBA_00005	gene-BBA_00005	BBA_00005	JH725150.1:15329-20029	q1	q2	OK	2.33292	4.99715	1.09897	1.89456	0.0713	0.997026	no
gene-BBA_00006	gene-BBA_00006	BBA_00006	JH725150.1:21183-22451	q1	q2	OK	17.3041	7.72192	-1.16408	-1.99907	0.05405	0.997026	no
gene-BBA_00007	gene-BBA_00007	BBA_00007	JH725150.1:23339-25184	q1	q2	OK	102.96	74.524	-0.466305	-1.00921	0.30835	0.997026	no
gene-BBA_00008	gene-BBA_00008	BBA_00008	JH725150.1:25243-26096	q1	q2	OK	49.0755	50.2947	0.035402	0.0713947	0.94395	0.997026	no
gene-BBA_00009	gene-BBA_00009	BBA_00009	JH725150.1:26626-26932	q1	q2	OK	298.667	279.416	-0.0961268	-0.172627	0.86155	0.997026	no
gene-BBA_00010	gene-BBA_00010	BBA_00010	JH725150.1:30264-32130	q1	q2	OK	4.23727	6.79365	0.681053	0.913569	0.36175	0.997026	no
gene-BBA_00011	gene-BBA_00011	BBA_00011	JH725150.1:33012-35806	q1	q2	OK	74.6028	80.5151	0.110029	0.237373	0.81055	0.997026	no
gene-BBA_00012	gene-BBA_00012	BBA_00012	JH725150.1:37115-37424	q1	q2	OK	3223.8	2579.89	-0.321451	-0.704069	0.4811	0.997026	no
gene-BBA_00013	gene-BBA_00013	BBA_00013	JH725150.1:38579-39928	q1	q2	OK	18.0155	17.9078	-0.0086444	-0.0165657	0.9875	0.997026	no
gene-BBA_00014	gene-BBA_00014	BBA_00014	JH725150.1:42773-44348	q1	q2	OK	49.5519	34.5705	-0.519396	-1.07014	0.293	0.997026	no
gene-BBA_00015	gene-BBA_00015	BBA_00015	JH725150.1:45677-47093	q1	q2	OK	25.1281	22.6839	-0.147634	-0.294302	0.76915	0.997026	no
gene-BBA_00016	gene-BBA_00016	BBA_00016	JH725150.1:47544-49098	q1	q2	OK	30.4241	25.1184	-0.276471	-0.566934	0.5742	0.997026	no
gene-BBA_00017	gene-BBA_00017	BBA_00017	JH725150.1:50975-55391	q1	q2	NOTEST	0.058926	0.0478051	-0.301739	0	1	1	no
gene-BBA_00018	gene-BBA_00018	BBA_00018	JH725150.1:55811-56743	q1	q2	NOTEST	0.685672	0.844906	0.301271	0	1	1	no
gene-BBA_00019	gene-BBA_00019	BBA_00019	JH725150.1:57710-58663	q1	q2	NOTEST	0	0	0	0	1	1	no
gene-BBA_00020	gene-BBA_00020	BBA_00020	JH725150.1:63450-64529	q1	q2	OK	7.37118	5.37775	-0.454894	-0.64696	0.51905	0.997026	no
gene-BBA_00021	gene-BBA_00021	BBA_00021	JH725150.1:66571-67074	q1	q2	OK	137.845	122.898	-0.165586	-0.297265	0.7649	0.997026	no
