test_id	gene_id	gene	locus	sample_1	sample_2	status	value_1	value_2	log2(fold_change)	test_stat	p_value	q_value	significant
gene-XA68_10000	gene-XA68_10000	XA68_10000	LAZP02000001.1:115-1058	q1	q2	OK	483.55	455.442	-0.0863985	-0.262322	0.7946	0.998579	no
gene-XA68_10001	gene-XA68_10001	XA68_10001	LAZP02000001.1:19942-22307	q1	q2	OK	77.5179	55.4609	-0.483059	-1.46436	0.1444	0.998579	no
gene-XA68_10002	gene-XA68_10002	XA68_10002	LAZP02000001.1:22396-23358	q1	q2	OK	117.377	44.3102	-1.40544	-2.24178	0.03165	0.998579	no
gene-XA68_10003	gene-XA68_10003	XA68_10003	LAZP02000001.1:24353-26325	q1	q2	OK	14.0235	5.33464	-1.39438	-2.95716	0.0062	0.444011	no
gene-XA68_10004	gene-XA68_10004	XA68_10004	LAZP02000001.1:26853-27129	q1	q2	NOTEST	0	0	0	0	1	1	no
gene-XA68_10005	gene-XA68_10005	XA68_10005	LAZP02000001.1:27283-27791	q1	q2	NOTEST	0	0	0	0	1	1	no
gene-XA68_10006	gene-XA68_10006	XA68_10006	LAZP02000001.1:32087-32858	q1	q2	NOTEST	0	0	0	0	1	1	no
gene-XA68_10007	gene-XA68_10007	XA68_10007	LAZP02000001.1:34367-35747	q1	q2	OK	4.52753	3.50202	-0.370534	-0.485469	0.6138	0.998579	no
gene-XA68_10008	gene-XA68_10008	XA68_10008	LAZP02000001.1:36282-38834	q1	q2	OK	23.813	25.4751	0.0973382	0.263702	0.7938	0.998579	no
gene-XA68_10009	gene-XA68_10009	XA68_10009	LAZP02000001.1:39450-40457	q1	q2	OK	25.0926	35.1999	0.488306	1.02247	0.30165	0.998579	no
gene-XA68_10010	gene-XA68_10010	XA68_10010	LAZP02000001.1:40729-41245	q1	q2	OK	12.7298	9.47997	-0.425253	-0.524382	0.59775	0.998579	no
gene-XA68_10011	gene-XA68_10011	XA68_10011	LAZP02000001.1:2194-3948	q1	q2	OK	279.377	371.475	0.411049	1.08034	0.27725	0.998579	no
gene-XA68_10012	gene-XA68_10012	XA68_10012	LAZP02000001.1:41308-42925	q1	q2	OK	8.07917	7.38292	-0.130015	-0.223136	0.82165	0.998579	no
gene-XA68_10013	gene-XA68_10013	XA68_10013	LAZP02000001.1:43789-46571	q1	q2	OK	26.0363	21.4737	-0.277957	-0.785078	0.43565	0.998579	no
gene-XA68_10014	gene-XA68_10014	XA68_10014	LAZP02000001.1:47141-48174	q1	q2	NOTEST	0.171264	0.119852	-0.514973	0	1	1	no
gene-XA68_10015	gene-XA68_10015	XA68_10015	LAZP02000001.1:49357-50320	q1	q2	OK	10.7736	10.0011	-0.107348	-0.196426	0.8415	0.998579	no
gene-XA68_10016	gene-XA68_10016	XA68_10016	LAZP02000001.1:54317-55491	q1	q2	OK	0.4412	1.171	1.40824	0.997457	0.36315	0.998579	no
gene-XA68_10017	gene-XA68_10017	XA68_10017	LAZP02000001.1:56197-57287	q1	q2	NOTEST	0.159841	0	-inf	0	1	1	no
gene-XA68_10018	gene-XA68_10018	XA68_10018	LAZP02000001.1:60918-62274	q1	q2	NOTEST	0.357285	0	-inf	0	1	1	no
gene-XA68_10019	gene-XA68_10019	XA68_10019	LAZP02000001.1:63626-64415	q1	q2	OK	1.69853	0.472097	-1.84714	-1.12923	0.31455	0.998579	no
gene-XA68_10020	gene-XA68_10020	XA68_10020	LAZP02000001.1:64994-65506	q1	q2	OK	163.044	99.4869	-0.712682	-1.52768	0.12995	0.998579	no
gene-XA68_10021	gene-XA68_10021	XA68_10021	LAZP02000001.1:67310-67967	q1	q2	OK	56.0004	40.7166	-0.45982	-0.969046	0.3373	0.998579	no
gene-XA68_10022	gene-XA68_10022	XA68_10022	LAZP02000001.1:4155-5479	q1	q2	OK	23.346	22.6753	-0.0420555	-0.098334	0.9195	0.998579	no
gene-XA68_10023	gene-XA68_10023	XA68_10023	LAZP02000001.1:68272-69004	q1	q2	OK	75.2846	65.6169	-0.198287	-0.492301	0.62145	0.998579	no
gene-XA68_10024	gene-XA68_10024	XA68_10024	LAZP02000001.1:70539-71343	q1	q2	OK	123.756	144.374	0.222321	0.63331	0.529	0.998579	no
gene-XA68_10025	gene-XA68_10025	XA68_10025	LAZP02000001.1:72485-77327	q1	q2	OK	59.8145	60.5858	0.0184855	0.0534479	0.95605	0.998579	no
gene-XA68_10026	gene-XA68_10026	XA68_10026	LAZP02000001.1:78584-79683	q1	q2	OK	59.1593	70.8289	0.259734	0.733189	0.46025	0.998579	no
gene-XA68_10027	gene-XA68_10027	XA68_10027	LAZP02000001.1:81536-82682	q1	q2	OK	155.26	172.689	0.153494	0.466315	0.64165	0.998579	no
gene-XA68_10028	gene-XA68_10028	XA68_10028	LAZP02000001.1:83685-84462	q1	q2	OK	45.2266	60.6492	0.423318	1.07235	0.2815	0.998579	no
gene-XA68_10029	gene-XA68_10029	XA68_10029	LAZP02000001.1:84565-84983	q1	q2	OK	23.7306	16.7534	-0.502295	-0.508992	0.6105	0.998579	no
gene-XA68_10030	gene-XA68_10030	XA68_10030	LAZP02000001.1:85450-88124	q1	q2	OK	16.628	19.9427	0.262242	0.718309	0.47235	0.998579	no
gene-XA68_10031	gene-XA68_10031	XA68_10031	LAZP02000001.1:89964-90836	q1	q2	OK	104.608	54.6156	-0.937614	-2.38866	0.01865	0.834218	no
gene-XA68_10032	gene-XA68_10032	XA68_10032	LAZP02000001.1:90875-91502	q1	q2	OK	83.7981	55.1144	-0.604489	-1.53476	0.12225	0.998579	no
gene-XA68_10033	gene-XA68_10033	XA68_10033	LAZP02000001.1:5971-7052	q1	q2	OK	21.1871	20.6369	-0.03796	-0.0775002	0.93765	0.998579	no
gene-XA68_10034	gene-XA68_10034	XA68_10034	LAZP02000001.1:92054-92741	q1	q2	OK	99.2383	105.355	0.0862845	0.229943	0.8155	0.998579	no
gene-XA68_10035	gene-XA68_10035	XA68_10035	LAZP02000001.1:95000-95267	q1	q2	OK	1.75935	2.80206	0.671447	0.253398	0.6996	0.998579	no
gene-XA68_10036	gene-XA68_10036	XA68_10036	LAZP02000001.1:96966-98825	q1	q2	OK	19.5672	15.5847	-0.328309	-0.788592	0.4279	0.998579	no
gene-XA68_10037	gene-XA68_10037	XA68_10037	LAZP02000001.1:99057-100533	q1	q2	OK	28.3266	27.2638	-0.0551729	-0.133018	0.89475	0.998579	no
gene-XA68_10038	gene-XA68_10038	XA68_10038	LAZP02000001.1:100758-101574	q1	q2	OK	181.84	188.087	0.0487247	0.144386	0.88475	0.998579	no
gene-XA68_10039	gene-XA68_10039	XA68_10039	LAZP02000001.1:102047-103538	q1	q2	OK	30.5884	36.6225	0.259748	0.70784	0.48385	0.998579	no
gene-XA68_10040	gene-XA68_10040	XA68_10040	LAZP02000001.1:103956-106446	q1	q2	OK	9.59612	6.63171	-0.53307	-1.17667	0.23635	0.998579	no
gene-XA68_10041	gene-XA68_10041	XA68_10041	LAZP02000001.1:108682-108979	q1	q2	OK	102.8	96.2318	-0.0952491	-0.158258	0.8733	0.998579	no
gene-XA68_10042	gene-XA68_10042	XA68_10042	LAZP02000001.1:110595-112913	q1	q2	OK	443.648	440.973	-0.00872796	-0.0215791	0.9819	0.998579	no
gene-XA68_10043	gene-XA68_10043	XA68_10043	LAZP02000001.1:114427-116797	q1	q2	OK	107.571	114.898	0.0950712	0.277218	0.778	0.998579	no
gene-XA68_10044	gene-XA68_10044	XA68_10044	LAZP02000001.1:7259-9293	q1	q2	OK	64.5137	61.7049	-0.0642202	-0.19727	0.8365	0.998579	no
gene-XA68_10045	gene-XA68_10045	XA68_10045	LAZP02000001.1:117702-120294	q1	q2	OK	56.644	87.0293	0.61958	1.86269	0.0625	0.998579	no
gene-XA68_10046	gene-XA68_10046	XA68_10046	LAZP02000001.1:121766-123209	q1	q2	OK	100.771	131.343	0.382262	1.16777	0.24325	0.998579	no
gene-XA68_10047	gene-XA68_10047	XA68_10047	LAZP02000001.1:123775-125730	q1	q2	OK	103.67	99.0156	-0.0662655	-0.20189	0.84015	0.998579	no
gene-XA68_10048	gene-XA68_10048	XA68_10048	LAZP02000001.1:126923-129637	q1	q2	OK	86.7377	101.046	0.220286	0.649923	0.51995	0.998579	no
gene-XA68_10049	gene-XA68_10049	XA68_10049	LAZP02000001.1:130409-131666	q1	q2	OK	232.759	176.33	-0.400555	-1.19767	0.22355	0.998579	no
gene-XA68_10050	gene-XA68_10050	XA68_10050	LAZP02000001.1:132466-134065	q1	q2	OK	52.521	42.7569	-0.29674	-0.877081	0.38295	0.998579	no
gene-XA68_10051	gene-XA68_10051	XA68_10051	LAZP02000001.1:135952-136782	q1	q2	OK	158.912	110.114	-0.529232	-1.59628	0.11015	0.998579	no
gene-XA68_10052	gene-XA68_10052	XA68_10052	LAZP02000001.1:137802-141208	q1	q2	OK	30.4291	26.199	-0.215939	-0.643976	0.5204	0.998579	no
gene-XA68_10053	gene-XA68_10053	XA68_10053	LAZP02000001.1:143252-144863	q1	q2	OK	56.9169	70.3812	0.306334	0.908817	0.36465	0.998579	no
gene-XA68_10054	gene-XA68_10054	XA68_10054	LAZP02000001.1:145530-146750	q1	q2	OK	88.7088	111.57	0.330803	0.976675	0.3267	0.998579	no
gene-XA68_10055	gene-XA68_10055	XA68_10055	LAZP02000001.1:9386-11722	q1	q2	OK	2.92243	2.15232	-0.441277	-0.580577	0.55475	0.998579	no
gene-XA68_10056	gene-XA68_10056	XA68_10056	LAZP02000001.1:148707-149688	q1	q2	OK	29.127	25.9982	-0.163948	-0.352062	0.7231	0.998579	no
gene-XA68_10057	gene-XA68_10057	XA68_10057	LAZP02000001.1:150185-153575	q1	q2	OK	30.7723	31.9333	0.0534315	0.16308	0.87085	0.998579	no
gene-XA68_10058	gene-XA68_10058	XA68_10058	LAZP02000001.1:154190-155335	q1	q2	OK	262.344	307.163	0.227545	0.671986	0.4989	0.998579	no
gene-XA68_10059	gene-XA68_10059	XA68_10059	LAZP02000001.1:156044-156750	q1	q2	OK	171.438	167.935	-0.0297773	-0.0840653	0.93655	0.998579	no
gene-XA68_10060	gene-XA68_10060	XA68_10060	LAZP02000001.1:158079-161899	q1	q2	OK	49.8399	51.8283	0.056438	0.166623	0.8673	0.998579	no
gene-XA68_10061	gene-XA68_10061	XA68_10061	LAZP02000001.1:165516-167359	q1	q2	OK	22.3117	30.9237	0.470915	1.18893	0.2323	0.998579	no
gene-XA68_10062	gene-XA68_10062	XA68_10062	LAZP02000001.1:13656-14766	q1	q2	OK	36.2198	34.0576	-0.0888002	-0.20531	0.83075	0.998579	no
gene-XA68_10063	gene-XA68_10063	XA68_10063	LAZP02000001.1:15376-16033	q1	q2	OK	63.3947	61.1288	-0.0525112	-0.124594	0.8974	0.998579	no
gene-XA68_10064	gene-XA68_10064	XA68_10064	LAZP02000001.1:16597-19019	q1	q2	OK	29.3275	24.7192	-0.246621	-0.685083	0.49315	0.998579	no
gene-XA68_10065	gene-XA68_10065	XA68_10065	LAZP02000010.1:85552-86825	q1	q2	OK	136.383	137.061	0.00715628	0.0219228	0.9805	0.998579	no
gene-XA68_10066	gene-XA68_10066	XA68_10066	LAZP02000010.1:89023-91092	q1	q2	OK	108.406	97.9638	-0.146118	-0.444149	0.65605	0.998579	no
gene-XA68_10067	gene-XA68_10067	XA68_10067	LAZP02000010.1:91613-95671	q1	q2	OK	10.182	8.90848	-0.192768	-0.502139	0.6154	0.998579	no
