test_id	gene_id	gene	locus	sample_1	sample_2	status	value_1	value_2	log2(fold_change)	test_stat	p_value	q_value	significant
gene-XA68_10000	gene-XA68_10000	XA68_10000	LAZP02000001.1:115-1058	q1	q2	OK	482.474	497.709	0.0448512	0.0968918	0.92115	0.997552	no
gene-XA68_10001	gene-XA68_10001	XA68_10001	LAZP02000001.1:19942-22307	q1	q2	OK	77.3452	65.2303	-0.245768	-0.528738	0.59525	0.997552	no
gene-XA68_10002	gene-XA68_10002	XA68_10002	LAZP02000001.1:22396-23358	q1	q2	OK	117.11	53.5206	-1.12969	-1.58486	0.1139	0.997552	no
gene-XA68_10003	gene-XA68_10003	XA68_10003	LAZP02000001.1:24353-26325	q1	q2	OK	13.9924	6.78915	-1.04334	-1.90169	0.06235	0.921849	no
gene-XA68_10004	gene-XA68_10004	XA68_10004	LAZP02000001.1:26853-27129	q1	q2	NOTEST	0	0	0	0	1	1	no
gene-XA68_10005	gene-XA68_10005	XA68_10005	LAZP02000001.1:27283-27791	q1	q2	NOTEST	0	0	0	0	1	1	no
gene-XA68_10006	gene-XA68_10006	XA68_10006	LAZP02000001.1:32087-32858	q1	q2	NOTEST	0	0	0	0	1	1	no
gene-XA68_10007	gene-XA68_10007	XA68_10007	LAZP02000001.1:34367-35747	q1	q2	OK	4.51757	4.58215	0.0204789	0.0236629	0.9765	0.997552	no
gene-XA68_10008	gene-XA68_10008	XA68_10008	LAZP02000001.1:36282-38834	q1	q2	OK	23.76	27.2532	0.197889	0.42595	0.66685	0.997552	no
gene-XA68_10009	gene-XA68_10009	XA68_10009	LAZP02000001.1:39450-40457	q1	q2	OK	25.0372	35.4278	0.500808	0.854888	0.40035	0.997552	no
gene-XA68_10010	gene-XA68_10010	XA68_10010	LAZP02000001.1:40729-41245	q1	q2	OK	12.7016	12.278	-0.0489447	-0.0549115	0.95915	0.997552	no
gene-XA68_10011	gene-XA68_10011	XA68_10011	LAZP02000001.1:2194-3948	q1	q2	OK	278.755	308.383	0.145722	0.268051	0.79095	0.997552	no
gene-XA68_10012	gene-XA68_10012	XA68_10012	LAZP02000001.1:41308-42925	q1	q2	OK	8.06134	7.72986	-0.0605757	-0.0848709	0.93195	0.997552	no
gene-XA68_10013	gene-XA68_10013	XA68_10013	LAZP02000001.1:43789-46571	q1	q2	OK	25.9789	25.4649	-0.0288317	-0.0631971	0.95015	0.997552	no
gene-XA68_10014	gene-XA68_10014	XA68_10014	LAZP02000001.1:47141-48174	q1	q2	NOTEST	0.170885	0.157797	-0.114956	0	1	1	no
gene-XA68_10015	gene-XA68_10015	XA68_10015	LAZP02000001.1:49357-50320	q1	q2	OK	10.7499	3.62264	-1.56921	-1.97346	0.0577	0.91614	no
gene-XA68_10016	gene-XA68_10016	XA68_10016	LAZP02000001.1:54317-55491	q1	q2	NOTEST	0.440239	0.593666	0.431366	0	1	1	no
gene-XA68_10017	gene-XA68_10017	XA68_10017	LAZP02000001.1:56197-57287	q1	q2	NOTEST	0.159483	0	-inf	0	1	1	no
gene-XA68_10018	gene-XA68_10018	XA68_10018	LAZP02000001.1:60918-62274	q1	q2	NOTEST	0.356498	0.0913247	-1.96482	0	1	1	no
gene-XA68_10019	gene-XA68_10019	XA68_10019	LAZP02000001.1:63626-64415	q1	q2	OK	1.69478	0.653847	-1.37407	-0.853669	0.43025	0.997552	no
gene-XA68_10020	gene-XA68_10020	XA68_10020	LAZP02000001.1:64994-65506	q1	q2	OK	162.676	90.1773	-0.851167	-1.4803	0.13425	0.997552	no
gene-XA68_10021	gene-XA68_10021	XA68_10021	LAZP02000001.1:67310-67967	q1	q2	OK	55.8774	30.4103	-0.877707	-1.45642	0.14365	0.997552	no
gene-XA68_10022	gene-XA68_10022	XA68_10022	LAZP02000001.1:4155-5479	q1	q2	OK	23.2944	26.4202	0.18166	0.357953	0.7193	0.997552	no
gene-XA68_10023	gene-XA68_10023	XA68_10023	LAZP02000001.1:68272-69004	q1	q2	OK	75.1182	49.7524	-0.594396	-1.15711	0.23675	0.997552	no
gene-XA68_10024	gene-XA68_10024	XA68_10024	LAZP02000001.1:70539-71343	q1	q2	OK	123.48	149.252	0.273478	0.600639	0.55075	0.997552	no
gene-XA68_10025	gene-XA68_10025	XA68_10025	LAZP02000001.1:72485-77327	q1	q2	OK	59.6816	72.5811	0.282308	0.56611	0.5655	0.997552	no
gene-XA68_10026	gene-XA68_10026	XA68_10026	LAZP02000001.1:78584-79683	q1	q2	OK	59.0286	45.1076	-0.388045	-0.833583	0.4008	0.997552	no
gene-XA68_10027	gene-XA68_10027	XA68_10027	LAZP02000001.1:81536-82682	q1	q2	OK	154.916	136.604	-0.181484	-0.399118	0.689	0.997552	no
gene-XA68_10028	gene-XA68_10028	XA68_10028	LAZP02000001.1:83685-84462	q1	q2	OK	45.1267	40.9724	-0.13933	-0.275216	0.78225	0.997552	no
gene-XA68_10029	gene-XA68_10029	XA68_10029	LAZP02000001.1:84565-84983	q1	q2	OK	23.678	27.7268	0.227734	0.225449	0.8267	0.997552	no
gene-XA68_10030	gene-XA68_10030	XA68_10030	LAZP02000001.1:85450-88124	q1	q2	OK	16.5912	49.9866	1.59113	3.41651	0.00105	0.176154	no
gene-XA68_10031	gene-XA68_10031	XA68_10031	LAZP02000001.1:89964-90836	q1	q2	OK	104.378	309.738	1.56924	3.38827	0.0012	0.179833	no
gene-XA68_10032	gene-XA68_10032	XA68_10032	LAZP02000001.1:90875-91502	q1	q2	OK	83.61	270.612	1.69448	3.59591	0.0006	0.131417	no
gene-XA68_10033	gene-XA68_10033	XA68_10033	LAZP02000001.1:5971-7052	q1	q2	OK	21.1405	21.6136	0.0319327	0.0530405	0.95375	0.997552	no
gene-XA68_10034	gene-XA68_10034	XA68_10034	LAZP02000001.1:92054-92741	q1	q2	OK	99.0173	105.042	0.0852153	0.181153	0.85635	0.997552	no
gene-XA68_10035	gene-XA68_10035	XA68_10035	LAZP02000001.1:95000-95267	q1	q2	OK	1.75556	8.2109	2.22561	0.91165	0.41685	0.997552	no
gene-XA68_10036	gene-XA68_10036	XA68_10036	LAZP02000001.1:96966-98825	q1	q2	OK	19.5242	18.3389	-0.090355	-0.181954	0.85465	0.997552	no
