test_id	gene_id	gene	locus	sample_1	sample_2	status	value_1	value_2	log2(fold_change)	test_stat	p_value	q_value	significant
gene-XA68_10000	gene-XA68_10000	XA68_10000	LAZP02000001.1:115-1058	q1	q2	OK	491.737	449.928	-0.128193	-0.36419	0.7198	0.998401	no
gene-XA68_10001	gene-XA68_10001	XA68_10001	LAZP02000001.1:19942-22307	q1	q2	OK	78.8302	55.1421	-0.515594	-1.47268	0.14495	0.998401	no
gene-XA68_10002	gene-XA68_10002	XA68_10002	LAZP02000001.1:22396-23358	q1	q2	OK	119.366	83.6572	-0.512836	-0.944037	0.34365	0.998401	no
gene-XA68_10003	gene-XA68_10003	XA68_10003	LAZP02000001.1:24353-26325	q1	q2	OK	14.2607	5.40139	-1.40064	-3.03765	0.00405	0.492425	no
gene-XA68_10004	gene-XA68_10004	XA68_10004	LAZP02000001.1:26853-27129	q1	q2	NOTEST	0	0	0	0	1	1	no
gene-XA68_10005	gene-XA68_10005	XA68_10005	LAZP02000001.1:27283-27791	q1	q2	NOTEST	0	0	0	0	1	1	no
gene-XA68_10006	gene-XA68_10006	XA68_10006	LAZP02000001.1:32087-32858	q1	q2	NOTEST	0	0	0	0	1	1	no
gene-XA68_10007	gene-XA68_10007	XA68_10007	LAZP02000001.1:34367-35747	q1	q2	OK	4.6042	3.75374	-0.294623	-0.402481	0.68495	0.998401	no
gene-XA68_10008	gene-XA68_10008	XA68_10008	LAZP02000001.1:36282-38834	q1	q2	OK	24.2167	23.3283	-0.053918	-0.145331	0.8832	0.998401	no
gene-XA68_10009	gene-XA68_10009	XA68_10009	LAZP02000001.1:39450-40457	q1	q2	OK	25.5172	32.9926	0.370672	0.794485	0.4252	0.998401	no
gene-XA68_10010	gene-XA68_10010	XA68_10010	LAZP02000001.1:40729-41245	q1	q2	OK	12.9455	10.4109	-0.314352	-0.408568	0.6781	0.998401	no
gene-XA68_10011	gene-XA68_10011	XA68_10011	LAZP02000001.1:2194-3948	q1	q2	OK	284.114	374.518	0.398566	1.02277	0.3139	0.998401	no
gene-XA68_10012	gene-XA68_10012	XA68_10012	LAZP02000001.1:41308-42925	q1	q2	OK	8.21601	8.47299	0.0444324	0.0798348	0.93425	0.998401	no
gene-XA68_10013	gene-XA68_10013	XA68_10013	LAZP02000001.1:43789-46571	q1	q2	OK	26.4772	16.7452	-0.660997	-1.82022	0.0697	0.998401	no
gene-XA68_10014	gene-XA68_10014	XA68_10014	LAZP02000001.1:47141-48174	q1	q2	NOTEST	0.174168	0	-inf	0	1	1	no
gene-XA68_10015	gene-XA68_10015	XA68_10015	LAZP02000001.1:49357-50320	q1	q2	OK	10.9561	20.851	0.928386	1.88661	0.06085	0.998401	no
gene-XA68_10016	gene-XA68_10016	XA68_10016	LAZP02000001.1:54317-55491	q1	q2	NOTEST	0.448648	0.545834	0.282878	0	1	1	no
gene-XA68_10017	gene-XA68_10017	XA68_10017	LAZP02000001.1:56197-57287	q1	q2	NOTEST	0.162549	0	-inf	0	1	1	no
gene-XA68_10018	gene-XA68_10018	XA68_10018	LAZP02000001.1:60918-62274	q1	q2	NOTEST	0.363331	0.0614314	-2.56424	0	1	1	no
gene-XA68_10019	gene-XA68_10019	XA68_10019	LAZP02000001.1:63626-64415	q1	q2	OK	1.72738	0.738297	-1.22631	-0.831712	0.42015	0.998401	no
gene-XA68_10020	gene-XA68_10020	XA68_10020	LAZP02000001.1:64994-65506	q1	q2	OK	165.807	107.736	-0.622002	-1.37602	0.1723	0.998401	no
gene-XA68_10021	gene-XA68_10021	XA68_10021	LAZP02000001.1:67310-67967	q1	q2	OK	56.9495	52.6646	-0.112849	-0.252638	0.79885	0.998401	no
gene-XA68_10022	gene-XA68_10022	XA68_10022	LAZP02000001.1:4155-5479	q1	q2	OK	23.7415	27.7874	0.227023	0.558971	0.5704	0.998401	no
gene-XA68_10023	gene-XA68_10023	XA68_10023	LAZP02000001.1:68272-69004	q1	q2	OK	76.5593	71.8238	-0.0921162	-0.236538	0.8106	0.998401	no
gene-XA68_10024	gene-XA68_10024	XA68_10024	LAZP02000001.1:70539-71343	q1	q2	OK	125.851	134.554	0.096461	0.26961	0.78795	0.998401	no
gene-XA68_10025	gene-XA68_10025	XA68_10025	LAZP02000001.1:72485-77327	q1	q2	OK	60.8275	74.8986	0.300214	0.814207	0.41475	0.998401	no
gene-XA68_10026	gene-XA68_10026	XA68_10026	LAZP02000001.1:78584-79683	q1	q2	OK	60.1609	75.0351	0.318738	0.895736	0.36995	0.998401	no
gene-XA68_10027	gene-XA68_10027	XA68_10027	LAZP02000001.1:81536-82682	q1	q2	OK	157.889	146.92	-0.103882	-0.298575	0.7635	0.998401	no
gene-XA68_10028	gene-XA68_10028	XA68_10028	LAZP02000001.1:83685-84462	q1	q2	OK	45.9928	46.9171	0.0287088	0.07187	0.9392	0.998401	no
gene-XA68_10029	gene-XA68_10029	XA68_10029	LAZP02000001.1:84565-84983	q1	q2	OK	24.133	27.1011	0.167343	0.187632	0.84815	0.998401	no
gene-XA68_10030	gene-XA68_10030	XA68_10030	LAZP02000001.1:85450-88124	q1	q2	OK	16.9096	18.9451	0.163976	0.445552	0.6551	0.998401	no
gene-XA68_10031	gene-XA68_10031	XA68_10031	LAZP02000001.1:89964-90836	q1	q2	OK	106.382	45.8617	-1.21389	-3.04625	0.0023	0.326518	no
gene-XA68_10032	gene-XA68_10032	XA68_10032	LAZP02000001.1:90875-91502	q1	q2	OK	85.2198	53.5107	-0.671361	-1.71248	0.0876	0.998401	no
gene-XA68_10033	gene-XA68_10033	XA68_10033	LAZP02000001.1:5971-7052	q1	q2	OK	21.5458	20.6459	-0.0615474	-0.128768	0.89535	0.998401	no
gene-XA68_10034	gene-XA68_10034	XA68_10034	LAZP02000001.1:92054-92741	q1	q2	OK	100.921	96.8798	-0.0589557	-0.157848	0.8749	0.998401	no
gene-XA68_10035	gene-XA68_10035	XA68_10035	LAZP02000001.1:95000-95267	q1	q2	OK	1.78918	0	-inf	-nan	0.1201	0.998401	no
gene-XA68_10036	gene-XA68_10036	XA68_10036	LAZP02000001.1:96966-98825	q1	q2	OK	19.8985	12.4281	-0.679062	-1.62608	0.1039	0.998401	no
gene-XA68_10037	gene-XA68_10037	XA68_10037	LAZP02000001.1:99057-100533	q1	q2	OK	28.8065	30.2334	0.0697487	0.174957	0.857	0.998401	no
gene-XA68_10038	gene-XA68_10038	XA68_10038	LAZP02000001.1:100758-101574	q1	q2	OK	184.92	184.462	-0.0035801	-0.0103404	0.9926	0.998401	no
gene-XA68_10039	gene-XA68_10039	XA68_10039	LAZP02000001.1:102047-103538	q1	q2	OK	31.1069	35.8898	0.20634	0.557976	0.5844	0.998401	no
gene-XA68_10040	gene-XA68_10040	XA68_10040	LAZP02000001.1:103956-106446	q1	q2	OK	9.75869	7.319	-0.415042	-0.95803	0.33195	0.998401	no
gene-XA68_10041	gene-XA68_10041	XA68_10041	LAZP02000001.1:108682-108979	q1	q2	OK	104.539	47.9964	-1.12305	-1.69365	0.0959	0.998401	no
gene-XA68_10042	gene-XA68_10042	XA68_10042	LAZP02000001.1:110595-112913	q1	q2	OK	451.173	410.877	-0.134976	-0.327345	0.73485	0.998401	no
gene-XA68_10043	gene-XA68_10043	XA68_10043	LAZP02000001.1:114427-116797	q1	q2	OK	109.393	119.707	0.129981	0.356148	0.7224	0.998401	no
gene-XA68_10044	gene-XA68_10044	XA68_10044	LAZP02000001.1:7259-9293	q1	q2	OK	65.6056	58.7632	-0.158905	-0.461261	0.65085	0.998401	no
gene-XA68_10045	gene-XA68_10045	XA68_10045	LAZP02000001.1:117702-120294	q1	q2	OK	57.6022	80.1134	0.475919	1.36072	0.17785	0.998401	no
gene-XA68_10046	gene-XA68_10046	XA68_10046	LAZP02000001.1:121766-123209	q1	q2	OK	102.477	132.908	0.375127	1.08563	0.2829	0.998401	no
gene-XA68_10047	gene-XA68_10047	XA68_10047	LAZP02000001.1:123775-125730	q1	q2	OK	105.426	91.1439	-0.210007	-0.606503	0.54235	0.998401	no
gene-XA68_10048	gene-XA68_10048	XA68_10048	LAZP02000001.1:126923-129637	q1	q2	OK	88.206	95.7765	0.118795	0.33118	0.73755	0.998401	no
gene-XA68_10049	gene-XA68_10049	XA68_10049	LAZP02000001.1:130409-131666	q1	q2	OK	236.702	207.912	-0.187095	-0.527152	0.59805	0.998401	no
gene-XA68_10050	gene-XA68_10050	XA68_10050	LAZP02000001.1:132466-134065	q1	q2	OK	53.41	47.5358	-0.168096	-0.48612	0.62945	0.998401	no
gene-XA68_10051	gene-XA68_10051	XA68_10051	LAZP02000001.1:135952-136782	q1	q2	OK	161.603	117.05	-0.46532	-1.34978	0.1799	0.998401	no
gene-XA68_10052	gene-XA68_10052	XA68_10052	LAZP02000001.1:137802-141208	q1	q2	OK	30.9443	28.2483	-0.131513	-0.380352	0.70155	0.998401	no
gene-XA68_10053	gene-XA68_10053	XA68_10053	LAZP02000001.1:143252-144863	q1	q2	OK	57.8817	69.2717	0.25916	0.744141	0.4573	0.998401	no
gene-XA68_10054	gene-XA68_10054	XA68_10054	LAZP02000001.1:145530-146750	q1	q2	OK	90.2091	115.18	0.352541	1.01187	0.3121	0.998401	no
gene-XA68_10055	gene-XA68_10055	XA68_10055	LAZP02000001.1:9386-11722	q1	q2	OK	2.97197	3.96594	0.416242	0.626649	0.52415	0.998401	no
gene-XA68_10056	gene-XA68_10056	XA68_10056	LAZP02000001.1:148707-149688	q1	q2	OK	29.6206	26.8429	-0.142058	-0.314375	0.75205	0.998401	no
gene-XA68_10057	gene-XA68_10057	XA68_10057	LAZP02000001.1:150185-153575	q1	q2	OK	31.2936	34.6934	0.148798	0.43213	0.6672	0.998401	no
gene-XA68_10058	gene-XA68_10058	XA68_10058	LAZP02000001.1:154190-155335	q1	q2	OK	266.79	297.803	0.158653	0.442647	0.6554	0.998401	no
gene-XA68_10059	gene-XA68_10059	XA68_10059	LAZP02000001.1:156044-156750	q1	q2	OK	174.348	176.293	0.0160092	0.0445728	0.96455	0.998401	no
gene-XA68_10060	gene-XA68_10060	XA68_10060	LAZP02000001.1:158079-161899	q1	q2	OK	50.6837	59.0788	0.22112	0.614315	0.529	0.998401	no
gene-XA68_10061	gene-XA68_10061	XA68_10061	LAZP02000001.1:165516-167359	q1	q2	OK	22.6898	26.7902	0.239664	0.609855	0.5452	0.998401	no
gene-XA68_10062	gene-XA68_10062	XA68_10062	LAZP02000001.1:13656-14766	q1	q2	OK	36.8334	33.2939	-0.145756	-0.346934	0.73165	0.998401	no
gene-XA68_10063	gene-XA68_10063	XA68_10063	LAZP02000001.1:15376-16033	q1	q2	OK	64.4701	71.7436	0.15422	0.383819	0.7061	0.998401	no
gene-XA68_10064	gene-XA68_10064	XA68_10064	LAZP02000001.1:16597-19019	q1	q2	OK	29.8241	26.8257	-0.152864	-0.424402	0.6682	0.998401	no
gene-XA68_10065	gene-XA68_10065	XA68_10065	LAZP02000010.1:85552-86825	q1	q2	OK	138.692	121.549	-0.190354	-0.54945	0.58195	0.998401	no
gene-XA68_10066	gene-XA68_10066	XA68_10066	LAZP02000010.1:89023-91092	q1	q2	OK	110.243	100.555	-0.13269	-0.383695	0.70105	0.998401	no
gene-XA68_10067	gene-XA68_10067	XA68_10067	LAZP02000010.1:91613-95671	q1	q2	OK	10.3545	12.8834	0.315252	0.859157	0.3849	0.998401	no
gene-XA68_10068	gene-XA68_10068	XA68_10068	LAZP02000010.1:96368-98398	q1	q2	OK	34.7906	26.3424	-0.40131	-1.08937	0.2797	0.998401	no
gene-XA68_10069	gene-XA68_10069	XA68_10069	LAZP02000010.1:437-2195	q1	q2	OK	89.9387	82.3549	-0.127087	-0.365149	0.7193	0.998401	no
gene-XA68_10070	gene-XA68_10070	XA68_10070	LAZP02000010.1:2792-4576	q1	q2	OK	332.122	406.577	0.291812	0.735772	0.4546	0.998401	no
gene-XA68_10071	gene-XA68_10071	XA68_10071	LAZP02000010.1:5213-7658	q1	q2	OK	33.7377	29.9297	-0.172786	-0.49898	0.61715	0.998401	no
gene-XA68_10072	gene-XA68_10072	XA68_10072	LAZP02000010.1:7975-9010	q1	q2	OK	124.884	128.629	0.0426336	0.105633	0.91655	0.998401	no
gene-XA68_10073	gene-XA68_10073	XA68_10073	LAZP02000010.1:10062-13277	q1	q2	OK	172.588	233.677	0.437182	1.20085	0.22515	0.998401	no
gene-XA68_10074	gene-XA68_10074	XA68_10074	LAZP02000010.1:13987-14819	q1	q2	OK	80.6013	87.1197	0.112195	0.298695	0.763	0.998401	no
gene-XA68_10075	gene-XA68_10075	XA68_10075	LAZP02000010.1:15050-18736	q1	q2	OK	20.5805	16.7592	-0.296321	-0.853842	0.39085	0.998401	no
gene-XA68_10076	gene-XA68_10076	XA68_10076	LAZP02000010.1:19102-21058	q1	q2	OK	17.0796	15.4141	-0.148025	-0.385703	0.6976	0.998401	no
gene-XA68_10077	gene-XA68_10077	XA68_10077	LAZP02000010.1:21200-22691	q1	q2	OK	17.0212	11.1438	-0.611086	-1.34645	0.17525	0.998401	no
gene-XA68_10078	gene-XA68_10078	XA68_10078	LAZP02000010.1:23544-23927	q1	q2	OK	44.9948	35.9696	-0.322979	-0.433334	0.65495	0.998401	no
gene-XA68_10079	gene-XA68_10079	XA68_10079	LAZP02000010.1:24428-25623	q1	q2	OK	62.2742	63.789	0.0346744	0.097584	0.9193	0.998401	no
gene-XA68_10080	gene-XA68_10080	XA68_10080	LAZP02000010.1:25985-27976	q1	q2	OK	21.7563	15.9042	-0.452025	-1.10799	0.2619	0.998401	no
gene-XA68_10081	gene-XA68_10081	XA68_10081	LAZP02000010.1:28136-29035	q1	q2	OK	231.332	330.429	0.514377	1.49106	0.13805	0.998401	no
gene-XA68_10082	gene-XA68_10082	XA68_10082	LAZP02000010.1:29336-30266	q1	q2	OK	55.567	54.917	-0.0169757	-0.0436416	0.96495	0.998401	no
gene-XA68_10083	gene-XA68_10083	XA68_10083	LAZP02000010.1:30553-31570	q1	q2	OK	128.164	134.171	0.0660826	0.191248	0.84375	0.998401	no
gene-XA68_10084	gene-XA68_10084	XA68_10084	LAZP02000010.1:32353-33612	q1	q2	OK	282.224	236.766	-0.253379	-0.69564	0.48555	0.998401	no
gene-XA68_10085	gene-XA68_10085	XA68_10085	LAZP02000010.1:35111-38084	q1	q2	OK	58.8781	71.5354	0.280927	0.798039	0.4241	0.998401	no
gene-XA68_10086	gene-XA68_10086	XA68_10086	LAZP02000010.1:39054-39514	q1	q2	OK	281.085	300.216	0.0949915	0.244592	0.808	0.998401	no
gene-XA68_10087	gene-XA68_10087	XA68_10087	LAZP02000010.1:39957-41998	q1	q2	OK	11.8988	13.4405	0.17577	0.391691	0.6898	0.998401	no
gene-XA68_10088	gene-XA68_10088	XA68_10088	LAZP02000010.1:43057-43741	q1	q2	OK	25.8705	31.5051	0.284277	0.529843	0.6026	0.998401	no
gene-XA68_10089	gene-XA68_10089	XA68_10089	LAZP02000010.1:43945-48225	q1	q2	OK	25.5535	22.1338	-0.207272	-0.601165	0.55215	0.998401	no
gene-XA68_10090	gene-XA68_10090	XA68_10090	LAZP02000010.1:49180-50372	q1	q2	OK	52.1649	54.7807	0.0705885	0.189811	0.84565	0.998401	no
gene-XA68_10091	gene-XA68_10091	XA68_10091	LAZP02000010.1:50869-52271	q1	q2	OK	30.2646	35.0779	0.212928	0.521959	0.6023	0.998401	no
gene-XA68_10092	gene-XA68_10092	XA68_10092	LAZP02000010.1:52306-52914	q1	q2	OK	47.4378	36.8512	-0.364325	-0.708226	0.4802	0.998401	no
gene-XA68_10093	gene-XA68_10093	XA68_10093	LAZP02000010.1:54204-56112	q1	q2	OK	6.09041	5.60629	-0.119495	-0.226695	0.8235	0.998401	no
gene-XA68_10094	gene-XA68_10094	XA68_10094	LAZP02000010.1:57178-58892	q1	q2	OK	48.5109	41.6279	-0.220759	-0.624049	0.5331	0.998401	no
gene-XA68_10095	gene-XA68_10095	XA68_10095	LAZP02000010.1:60306-63093	q1	q2	OK	84.8201	81.1192	-0.0643618	-0.180322	0.8535	0.998401	no
gene-XA68_10096	gene-XA68_10096	XA68_10096	LAZP02000010.1:63618-64618	q1	q2	OK	92.4414	101.13	0.129595	0.345103	0.7282	0.998401	no
gene-XA68_10097	gene-XA68_10097	XA68_10097	LAZP02000010.1:65513-68045	q1	q2	OK	136.744	151.714	0.14988	0.400949	0.6835	0.998401	no
gene-XA68_10098	gene-XA68_10098	XA68_10098	LAZP02000010.1:71522-71868	q1	q2	OK	16.6538	11.7349	-0.505041	-0.463787	0.6601	0.998401	no
gene-XA68_10099	gene-XA68_10099	XA68_10099	LAZP02000010.1:72277-73405	q1	q2	OK	59.83	29.003	-1.04467	-2.4534	0.01785	0.985469	no
gene-XA68_10100	gene-XA68_10100	XA68_10100	LAZP02000010.1:75503-77223	q1	q2	OK	124.87	120.565	-0.0506107	-0.141652	0.88	0.998401	no
gene-XA68_10101	gene-XA68_10101	XA68_10101	LAZP02000010.1:78198-79848	q1	q2	OK	2.67903	1.3027	-1.0402	-1.26397	0.2164	0.998401	no
gene-XA68_10102	gene-XA68_10102	XA68_10102	LAZP02000010.1:82042-85003	q1	q2	OK	28.5075	29.3693	0.0429681	0.124337	0.9	0.998401	no
gene-XA68_10103	gene-XA68_10103	XA68_10103	LAZP02000100.1:858-2842	q1	q2	OK	13.1527	19.7359	0.585471	1.50673	0.1265	0.998401	no
gene-XA68_10104	gene-XA68_10104	XA68_10104	LAZP02000100.1:4196-5542	q1	q2	OK	12.8053	18.5687	0.536126	1.13696	0.2507	0.998401	no
gene-XA68_10105	gene-XA68_10105	XA68_10105	LAZP02000100.1:7181-9155	q1	q2	OK	21.6427	22.3224	0.0446129	0.117569	0.9091	0.998401	no
gene-XA68_10106	gene-XA68_10106	XA68_10106	LAZP02000100.1:9584-10403	q1	q2	OK	48.315	54.8443	0.18287	0.441537	0.6541	0.998401	no
gene-XA68_10107	gene-XA68_10107	XA68_10107	LAZP02000100.1:10802-12607	q1	q2	OK	88.4093	131.921	0.577402	1.64356	0.0999	0.998401	no
gene-XA68_10108	gene-XA68_10108	XA68_10108	LAZP02000100.1:13395-15435	q1	q2	OK	7.03018	8.65432	0.299859	0.487392	0.62475	0.998401	no
gene-XA68_10109	gene-XA68_10109	XA68_10109	LAZP02000100.1:16008-16804	q1	q2	OK	120.837	140.775	0.220323	0.609547	0.54055	0.998401	no
gene-XA68_10110	gene-XA68_10110	XA68_10110	LAZP02000100.1:17580-18792	q1	q2	OK	31.8776	48.0541	0.592119	1.46671	0.13955	0.998401	no
gene-XA68_10111	gene-XA68_10111	XA68_10111	LAZP02000100.1:19382-20603	q1	q2	OK	48.1225	52.4817	0.125103	0.343092	0.7345	0.998401	no
gene-XA68_10112	gene-XA68_10112	XA68_10112	LAZP02000100.1:20641-23907	q1	q2	OK	24.429	18.3562	-0.412329	-1.18174	0.2368	0.998401	no
gene-XA68_10113	gene-XA68_10113	XA68_10113	LAZP02000100.1:25340-26338	q1	q2	OK	218.981	211.086	-0.0529712	-0.150358	0.87935	0.998401	no
gene-XA68_10114	gene-XA68_10114	XA68_10114	LAZP02000100.1:26962-32107	q1	q2	OK	83.5953	87.1167	0.0595288	0.158284	0.87505	0.998401	no
gene-XA68_10115	gene-XA68_10115	XA68_10115	LAZP02000100.1:32372-32630	q1	q2	OK	3.00449	1.93938	-0.63153	-0.267928	0.7244	0.998401	no
gene-XA68_10116	gene-XA68_10116	XA68_10116	LAZP02000100.1:35376-37023	q1	q2	OK	146.374	190.345	0.378953	1.04768	0.29825	0.998401	no
gene-XA68_10117	gene-XA68_10117	XA68_10117	LAZP02000100.1:37519-38111	q1	q2	OK	45.6526	37.9055	-0.268291	-0.46128	0.6433	0.998401	no
gene-XA68_10118	gene-XA68_10118	XA68_10118	LAZP02000100.1:38507-40819	q1	q2	OK	40.8274	36.5031	-0.161516	-0.463732	0.64385	0.998401	no
gene-XA68_10119	gene-XA68_10119	XA68_10119	LAZP02000100.1:43581-45228	q1	q2	OK	127.743	171.444	0.424496	1.1793	0.238	0.998401	no
gene-XA68_10120	gene-XA68_10120	XA68_10120	LAZP02000999.1:543-1255	q1	q2	OK	22.0099	20.5474	-0.0991971	-0.160836	0.8716	0.998401	no
gene-XA68_10121	gene-XA68_10121	XA68_10121	LAZP02000999.1:2556-4462	q1	q2	OK	54.8414	39.4876	-0.473865	-1.35298	0.1778	0.998401	no
gene-XA68_10122	gene-XA68_10122	XA68_10122	LAZP02001000.1:1726-2090	q1	q2	OK	34.3057	20.4757	-0.744534	-1.00687	0.3153	0.998401	no
gene-XA68_10123	gene-XA68_10123	XA68_10123	LAZP02001001.1:1074-3077	q1	q2	OK	3.56061	3.31029	-0.105167	-0.160047	0.8779	0.998401	no
gene-XA68_10124	gene-XA68_10124	XA68_10124	LAZP02001002.1:1117-2506	q1	q2	OK	494.256	553.03	0.1621	0.404872	0.6819	0.998401	no
gene-XA68_10125	gene-XA68_10125	XA68_10125	LAZP02001002.1:2955-4452	q1	q2	OK	421.935	481.311	0.189948	0.476121	0.62965	0.998401	no
gene-XA68_10126	gene-XA68_10126	XA68_10126	LAZP02001004.1:1125-1984	q1	q2	OK	44.7994	37.4889	-0.257017	-0.574747	0.56195	0.998401	no
gene-XA68_10127	gene-XA68_10127	XA68_10127	LAZP02001004.1:3595-4342	q1	q2	OK	19.6659	18.3763	-0.0978529	-0.193647	0.84455	0.998401	no
gene-XA68_10128	gene-XA68_10128	XA68_10128	LAZP02001005.1:744-2994	q1	q2	OK	77.673	86.5329	0.155836	0.436744	0.6575	0.998401	no
gene-XA68_10129	gene-XA68_10129	XA68_10129	LAZP02001005.1:3426-4163	q1	q2	OK	4222.61	4322.74	0.0338124	0.0889204	0.92915	0.998401	no
gene-XA68_10130	gene-XA68_10130	XA68_10130	LAZP02001006.1:532-1006	q1	q2	OK	2.34773	0	-inf	-nan	0.0532	0.998401	no
gene-XA68_10131	gene-XA68_10131	XA68_10131	LAZP02001006.1:1607-2966	q1	q2	OK	152.101	185.22	0.28421	0.806437	0.41995	0.998401	no
gene-XA68_10132	gene-XA68_10132	XA68_10132	LAZP02001007.1:1897-2592	q1	q2	OK	45.0073	35.594	-0.338527	-0.705514	0.48075	0.998401	no
gene-XA68_10133	gene-XA68_10133	XA68_10133	LAZP02001007.1:2772-3681	q1	q2	OK	31.305	26.2678	-0.253099	-0.548579	0.5789	0.998401	no
gene-XA68_10134	gene-XA68_10134	XA68_10134	LAZP02001008.1:1181-1656	q1	q2	OK	11.9645	10.6241	-0.171416	-0.204403	0.83465	0.998401	no
gene-XA68_10135	gene-XA68_10135	XA68_10135	LAZP02001008.1:2721-4505	q1	q2	OK	2.06827	0.910422	-1.18382	-1.08397	0.2876	0.998401	no
gene-XA68_10136	gene-XA68_10136	XA68_10136	LAZP02000101.1:924-3153	q1	q2	OK	4.89528	2.52807	-0.953358	-1.55928	0.13105	0.998401	no
gene-XA68_10137	gene-XA68_10137	XA68_10137	LAZP02000101.1:3212-4227	q1	q2	OK	4.40444	4.02424	-0.130243	-0.162682	0.87085	0.998401	no
gene-XA68_10138	gene-XA68_10138	XA68_10138	LAZP02000101.1:9495-11449	q1	q2	NOTEST	0	0	0	0	1	1	no
gene-XA68_10139	gene-XA68_10139	XA68_10139	LAZP02000101.1:12415-13201	q1	q2	NOTEST	0	0	0	0	1	1	no
gene-XA68_10140	gene-XA68_10140	XA68_10140	LAZP02000101.1:14696-17725	q1	q2	NOTEST	0	0	0	0	1	1	no
gene-XA68_10141	gene-XA68_10141	XA68_10141	LAZP02000101.1:17796-18761	q1	q2	NOTEST	0.76069	0.886047	0.220074	0	1	1	no
gene-XA68_10142	gene-XA68_10142	XA68_10142	LAZP02000101.1:21373-23369	q1	q2	NOTEST	0	0	0	0	1	1	no
